JOB_CODE,JOB_NAME,created By EmployeeID,JOB_DESC
NAMG1001,Mgr I - Accounting,DefaultAdmin,This Job is for Mgr I - Accounting Users only
NAMG1009,Mgr I - CAE,DefaultAdmin,This Job is for Mgr I - CAE Users only
NAMG1014,Mgr I - Corp Purch,DefaultAdmin,This Job is for Mgr I - Corp Purch Users only
NASD1023,Sr Designer I - Eng,DefaultAdmin,This Job is for Sr Designer I - Eng Users only
NASG0029,SGM - HR,DefaultAdmin,This Job is for SGM - HR Users only
NASM1044,Sr Mgr I - Quality,DefaultAdmin,This Job is for Sr Mgr I - Quality Users only
NASM2029,Sr Mgr II - HR,DefaultAdmin,This Job is for Sr Mgr II - HR Users only
NASP2003,Spec II - AR,DefaultAdmin,This Job is for Spec II - AR Users only
NASP2018,Spec II - Cybersecurity,DefaultAdmin,This Job is for Spec II - Cybersecurity Users only
NASP2096,Spec II - HRIS,DefaultAdmin,This Job is for Spec II - HRIS Users only
NASP3047,Spec III - Sales,DefaultAdmin,This Job is for Spec III - Sales Users only
NASP3054,Spec III - Sys Admin,DefaultAdmin,This Job is for Spec III - Sys Admin Users only
NASS1001,Sr Spec I - Accounting,DefaultAdmin,This Job is for Sr Spec I - Accounting Users only
NASS1012,Sr Spec I - Comp Analyst,DefaultAdmin,This Job is for Sr Spec I - Comp Analyst Users only
NASS1047,Sr Spec I - Sales,DefaultAdmin,This Job is for Sr Spec I - Sales Users only
NASS1048,Sr Spec I - SAM,DefaultAdmin,This Job is for Sr Spec I - SAM Users only
NASS1049,Sr Spec I - Sales Planning,DefaultAdmin,This Job is for Sr Spec I - Sales Planning Users only
NASS1052,Sr Spec I - Software Eng,DefaultAdmin,This Job is for Sr Spec I - Software Eng Users only
NASS1056,Sr Spec I - Tax,DefaultAdmin,This Job is for Sr Spec I - Tax Users only
NASS1074,Sr Spec I - Treasury,DefaultAdmin,This Job is for Sr Spec I - Treasury Users only
NASS1087,Sr Spec I - Tech Plan,DefaultAdmin,This Job is for Sr Spec I - Tech Plan Users only
PS550048,President,DefaultAdmin,This Job is for President Users only
PS550077,Engineer - QRE - TMMK,DefaultAdmin,This Job is for Engineer - QRE - TMMK Users only
PS550134,Sr General Manager,DefaultAdmin,This Job is for Sr General Manager Users only
PS660088,General Manager,DefaultAdmin,This Job is for General Manager Users only
PS660096,"General Manager, Asst",DefaultAdmin,"This Job is for General Manager, Asst Users only"
PS660944,Manager,DefaultAdmin,This Job is for Manager Users only
PS661136,Quality Resident Engineer,DefaultAdmin,This Job is for Quality Resident Engineer Users only
PS661625,"Manager, Senior",DefaultAdmin,"This Job is for Manager, Senior Users only"
PS770007,Assistant Manager,DefaultAdmin,This Job is for Assistant Manager Users only
PS770055,Program Manager,DefaultAdmin,This Job is for Program Manager Users only
PS770076,"Engineer, Sr.",DefaultAdmin,"This Job is for Engineer, Sr. Users only"
PS770084,Specialist - Support,DefaultAdmin,This Job is for Specialist - Support Users only
PS770101,"Specialist, Sr. - HR",DefaultAdmin,"This Job is for Specialist, Sr. - HR Users only"
PS770126,Specialist - HR,DefaultAdmin,This Job is for Specialist - HR Users only
PS770161,Engineer,DefaultAdmin,This Job is for Engineer Users only
PS770172,Specialist - Cost Planning,DefaultAdmin,This Job is for Specialist - Cost Planning Users only
PS770192,"Specialist, Sr. - Accounting",DefaultAdmin,"This Job is for Specialist, Sr. - Accounting Users only"
PS770193,"Specialist, Sr. - Purchasing",DefaultAdmin,"This Job is for Specialist, Sr. - Purchasing Users only"
PS770228,Executive Vice President,DefaultAdmin,This Job is for Executive Vice President Users only
PS770307,Sales Engineer II,DefaultAdmin,This Job is for Sales Engineer II Users only
PSAG2004,AGM II - AIM,DefaultAdmin,This Job is for AGM II - AIM Users only
PSAM1041,Asst Mgr I - Program Mgr,DefaultAdmin,This Job is for Asst Mgr I - Program Mgr Users only
PSE77192,"Specialist, Sr. - Accounting",DefaultAdmin,"This Job is for Specialist, Sr. - Accounting Users only"
PSSE1023,Sr Eng I - Eng,DefaultAdmin,This Job is for Sr Eng I - Eng Users only
PSSS3029,Sr Spec III - HR,DefaultAdmin,This Job is for Sr Spec III - HR Users only
PTM1,Production Team Member,DefaultAdmin,This Job is for Production Team Member Users only
PV123105,DIRETOR VICE PRESIDENTE,DefaultAdmin,This Job is for DIRETOR VICE PRESIDENTE Users only
PV1231051,DIRETOR EXECUTIVO,DefaultAdmin,This Job is for DIRETOR EXECUTIVO Users only
PV141205,GERENTE DE PRODUÇÃO,DefaultAdmin,This Job is for GERENTE DE PRODUÇÃO Users only
PV1421051,GERENTE GERAL ASSISTENTE,DefaultAdmin,This Job is for GERENTE GERAL ASSISTENTE Users only
PV1421052,GERENTE DE CONTROLADORIA,DefaultAdmin,This Job is for GERENTE DE CONTROLADORIA Users only
PV142320,GERENTE DE VENDAS,DefaultAdmin,This Job is for GERENTE DE VENDAS Users only
PV212410,ANALISTA DE TI,DefaultAdmin,This Job is for ANALISTA DE TI Users only
PV214905,SUPERVISOR DE ENGENHARIA,DefaultAdmin,This Job is for SUPERVISOR DE ENGENHARIA Users only
PV214910,GERENTE DE QUALIDADE,DefaultAdmin,This Job is for GERENTE DE QUALIDADE Users only
PV252105,ANALISTA FINANCEIRO,DefaultAdmin,This Job is for ANALISTA FINANCEIRO Users only
PV2521051,ANALISTA DE CONTROLE DE PROJETOS,DefaultAdmin,This Job is for ANALISTA DE CONTROLE DE PROJETOS Users only
PV252210,ANALISTA CONTABIL,DefaultAdmin,This Job is for ANALISTA CONTABIL Users only
PV2522101,ANALISTA FISCAL,DefaultAdmin,This Job is for ANALISTA FISCAL Users only
PV2522102,SUPERVISOR DE CONTROLADORIA,DefaultAdmin,This Job is for SUPERVISOR DE CONTROLADORIA Users only
PV2522103,ANALISTA DE CONTROLADORIA,DefaultAdmin,This Job is for ANALISTA DE CONTROLADORIA Users only
PV252310,ANALISTA BILINGUE,DefaultAdmin,This Job is for ANALISTA BILINGUE Users only
PV252405,ANALISTA DE RH,DefaultAdmin,This Job is for ANALISTA DE RH Users only
PV311715,PREPARADOR DE PINTURA,DefaultAdmin,This Job is for PREPARADOR DE PINTURA Users only
PV314410,TECNICO DE MANUTENÇÃO,DefaultAdmin,This Job is for TECNICO DE MANUTENÇÃO Users only
PV317210,ASSISTENTE DE TI,DefaultAdmin,This Job is for ASSISTENTE DE TI Users only
PV318605,ANALISTA DE DESENVOLVIMENTO,DefaultAdmin,This Job is for ANALISTA DE DESENVOLVIMENTO Users only
PV3186051,ANALISTA DE ENGENHARIA,DefaultAdmin,This Job is for ANALISTA DE ENGENHARIA Users only
PV351605,TECNICO SEGURANÇA TRABALHO,DefaultAdmin,This Job is for TECNICO SEGURANÇA TRABALHO Users only
PV352205,ANALISTA DE MEIO AMBIENTE,DefaultAdmin,This Job is for ANALISTA DE MEIO AMBIENTE Users only
PV352305,METROLOGISTA,DefaultAdmin,This Job is for METROLOGISTA Users only
PV354125,ASSISTENTE DE VENDAS,DefaultAdmin,This Job is for ASSISTENTE DE VENDAS Users only
PV354205,ANALISTA DE COMPRAS,DefaultAdmin,This Job is for ANALISTA DE COMPRAS Users only
PV354210,SUPERVISOR DE COMPRAS,DefaultAdmin,This Job is for SUPERVISOR DE COMPRAS Users only
PV391125,PROGRAMADOR DE PRODUÇÃO,DefaultAdmin,This Job is for PROGRAMADOR DE PRODUÇÃO Users only
PV3911251,ANALISTA DE PCP,DefaultAdmin,This Job is for ANALISTA DE PCP Users only
PV3911252,ASSISTENTE DE PCP,DefaultAdmin,This Job is for ASSISTENTE DE PCP Users only
PV3911253,AUXILIAR DE PCP,DefaultAdmin,This Job is for AUXILIAR DE PCP Users only
PV391205,ASSISTENTE DE QUALIDADE,DefaultAdmin,This Job is for ASSISTENTE DE QUALIDADE Users only
PV3912051,INSPETOR DE QUALIDADE,DefaultAdmin,This Job is for INSPETOR DE QUALIDADE Users only
PV3912052,LIDER DA QUALIDADE,DefaultAdmin,This Job is for LIDER DA QUALIDADE Users only
PV391210,ANALISTA DE ENG QUALIDADE,DefaultAdmin,This Job is for ANALISTA DE ENG QUALIDADE Users only
PV3912101,ANALISTA DE QUALIDADE,DefaultAdmin,This Job is for ANALISTA DE QUALIDADE Users only
PV3912102,ANALISTA SISTEMA GESTÃO QUALID,DefaultAdmin,This Job is for ANALISTA SISTEMA GESTÃO QUALID Users only
PV391215,AUXILIAR DE QUALIDADE,DefaultAdmin,This Job is for AUXILIAR DE QUALIDADE Users only
PV410105,SUPERVISOR DE QUALIDADE,DefaultAdmin,This Job is for SUPERVISOR DE QUALIDADE Users only
PV4101051,SUPERVISOR DE RH,DefaultAdmin,This Job is for SUPERVISOR DE RH Users only
PV410240,SUPERVISOR DE LOGISTICA,DefaultAdmin,This Job is for SUPERVISOR DE LOGISTICA Users only
PV411005,ASSISTENTE DE ENGENHARIA,DefaultAdmin,This Job is for ASSISTENTE DE ENGENHARIA Users only
PV4110052,AUXILIAR ADMINISTRATIVO,DefaultAdmin,This Job is for AUXILIAR ADMINISTRATIVO Users only
PV4110053,AUXILIAR DE COMPRAS,DefaultAdmin,This Job is for AUXILIAR DE COMPRAS Users only
PV4110054,AUXILIAR DE ENGENHARIA,DefaultAdmin,This Job is for AUXILIAR DE ENGENHARIA Users only
PV4110055,JOVEM APRENDIZ,DefaultAdmin,This Job is for JOVEM APRENDIZ Users only
PV4110056,AUXILIAR DE CONTROLE DE PROJETOS,DefaultAdmin,This Job is for AUXILIAR DE CONTROLE DE PROJETOS Users only
PV411010,ANALISTA ADMINISTRATIVO,DefaultAdmin,This Job is for ANALISTA ADMINISTRATIVO Users only
PV4110101,ASSISTENTE ADMINISTRATIVO,DefaultAdmin,This Job is for ASSISTENTE ADMINISTRATIVO Users only
PV4110102,ASSISTENTE DE COMPRAS,DefaultAdmin,This Job is for ASSISTENTE DE COMPRAS Users only
PV4110103,ASSISTENTE DE RH,DefaultAdmin,This Job is for ASSISTENTE DE RH Users only
PV4110104,ASSISTENTE DE MELHORIA CONTINUA,DefaultAdmin,This Job is for ASSISTENTE DE MELHORIA CONTINUA Users only
PV413110,ASSISTENTE FISCAL,DefaultAdmin,This Job is for ASSISTENTE FISCAL Users only
PV4131101,AUXILIAR FISCAL,DefaultAdmin,This Job is for AUXILIAR FISCAL Users only
PV414105,ALMOXARIFE,DefaultAdmin,This Job is for ALMOXARIFE Users only
PV414140,LIDER DE LOGISTICA,DefaultAdmin,This Job is for LIDER DE LOGISTICA Users only
PV4141401,OPERADOR LOGISTICO,DefaultAdmin,This Job is for OPERADOR LOGISTICO Users only
PV514310,AUXILIAR DE MELHORIA CONTINUA,DefaultAdmin,This Job is for AUXILIAR DE MELHORIA CONTINUA Users only
PV5143101,FACILITADOR MELHORIA CONTINUA,DefaultAdmin,This Job is for FACILITADOR MELHORIA CONTINUA Users only
PV720135,SUPERVISOR DE PINTURA,DefaultAdmin,This Job is for SUPERVISOR DE PINTURA Users only
PV720215,LIDER DE PINTURA,DefaultAdmin,This Job is for LIDER DE PINTURA Users only
PV7202151,LIDER DE PRODUÇÃO,DefaultAdmin,This Job is for LIDER DE PRODUÇÃO Users only
PV7202152,LIDER DE MELHORIA CONTINUA,DefaultAdmin,This Job is for LIDER DE MELHORIA CONTINUA Users only
PV721105,ASSISTENTE DE FERRAMENTARIA,DefaultAdmin,This Job is for ASSISTENTE DE FERRAMENTARIA Users only
PV7211051,FERRAMENTEIRO,DefaultAdmin,This Job is for FERRAMENTEIRO Users only
PV7211052,LIDER DE FERRAMENTARIA,DefaultAdmin,This Job is for LIDER DE FERRAMENTARIA Users only
PV7211053,LIDER DE MANUTENÇÃO,DefaultAdmin,This Job is for LIDER DE MANUTENÇÃO Users only
PV723330,PINTOR,DefaultAdmin,This Job is for PINTOR Users only
PV784205,ABASTECEDOR LINHA DE PRODUÇÃO,DefaultAdmin,This Job is for ABASTECEDOR LINHA DE PRODUÇÃO Users only
PV7842051,FACILITADOR,DefaultAdmin,This Job is for FACILITADOR Users only
PV810205,SUPERVISOR DE PRODUÇÃO,DefaultAdmin,This Job is for SUPERVISOR DE PRODUÇÃO Users only
PV811105,AUXILIAR DE SERVIÇOS GERAIS,DefaultAdmin,This Job is for AUXILIAR DE SERVIÇOS GERAIS Users only
PV811770,OPERADOR DE PRODUÇÃO,DefaultAdmin,This Job is for OPERADOR DE PRODUÇÃO Users only
PV8117701,PREPARADOR DE MAQUINA,DefaultAdmin,This Job is for PREPARADOR DE MAQUINA Users only
PV911305,AUXILIAR DE MANUTENÇÃO,DefaultAdmin,This Job is for AUXILIAR DE MANUTENÇÃO Users only
PV950305,SUPERVISOR DE MANUTENÇÃO,DefaultAdmin,This Job is for SUPERVISOR DE MANUTENÇÃO Users only
RMX1,PRESIDENTE,DefaultAdmin,This Job is for PRESIDENTE Users only
RMX100,OPERADOR LIDER DE EMBARQUES,DefaultAdmin,This Job is for OPERADOR LIDER DE EMBARQUES Users only
RMX101,OPERADOR LIDER JR EXTRUCCION,DefaultAdmin,This Job is for OPERADOR LIDER JR EXTRUCCION Users only
RMX102,OPERADOR ASISTENTE DE PLANEACION,DefaultAdmin,This Job is for OPERADOR ASISTENTE DE PLANEACION Users only
RMX103,OPERADOR LIDER KAIZEN,DefaultAdmin,This Job is for OPERADOR LIDER KAIZEN Users only
RMX104,OPERADOR ESPECIALISTA DE CALIDAD,DefaultAdmin,This Job is for OPERADOR ESPECIALISTA DE CALIDAD Users only
RMX105,OPERADOR ESPECIALISTA DE MEZCLADO,DefaultAdmin,This Job is for OPERADOR ESPECIALISTA DE MEZCLADO Users only
RMX106,OPERADOR ESPECIALISTA DE EMBARQUES,DefaultAdmin,This Job is for OPERADOR ESPECIALISTA DE EMBARQUES Users only
RMX107,OPERADOR ESPECIALISTA DE EXTRUCCION,DefaultAdmin,This Job is for OPERADOR ESPECIALISTA DE EXTRUCCION Users only
RMX108,OPERADOR DE CALIDAD,DefaultAdmin,This Job is for OPERADOR DE CALIDAD Users only
RMX109,OPERADOR DE ENSAMBLE,DefaultAdmin,This Job is for OPERADOR DE ENSAMBLE Users only
RMX11,OPERADOR TECNICO DE MANDRILES,DefaultAdmin,This Job is for OPERADOR TECNICO DE MANDRILES Users only
RMX110,OPERADOR DE HORNO,DefaultAdmin,This Job is for OPERADOR DE HORNO Users only
RMX111,OPERADOR GENERAL DE EMBARQUES,DefaultAdmin,This Job is for OPERADOR GENERAL DE EMBARQUES Users only
RMX112,SUBGERENTE DE PPCC,DefaultAdmin,This Job is for SUBGERENTE DE PPCC Users only
RMX113,OPERADOR ESPECIALISTA MOLINO,DefaultAdmin,This Job is for OPERADOR ESPECIALISTA MOLINO Users only
RMX114,OPERADOR EHS,DefaultAdmin,This Job is for OPERADOR EHS Users only
RMX115,OPERADOR CAPTURISTA DE CALIDAD,DefaultAdmin,This Job is for OPERADOR CAPTURISTA DE CALIDAD Users only
RMX117,OPERADOR RELEVO/ENTRENADOR DE EMBARQUES,DefaultAdmin,This Job is for OPERADOR RELEVO/ENTRENADOR DE EMBARQUES Users only
RMX118,OPERADOR DE MANTENIMIENTO PREVENTIVO,DefaultAdmin,This Job is for OPERADOR DE MANTENIMIENTO PREVENTIVO Users only
RMX119,OPERADOR MATERIALISTA,DefaultAdmin,This Job is for OPERADOR MATERIALISTA Users only
RMX12,OPERADOR LIDER,DefaultAdmin,This Job is for OPERADOR LIDER Users only
RMX120,OPERADOR ASISTENTE DE MTTO-TOOL CRIB,DefaultAdmin,This Job is for OPERADOR ASISTENTE DE MTTO-TOOL CRIB Users only
RMX121,INGENIERO DE PRODUCCION,DefaultAdmin,This Job is for INGENIERO DE PRODUCCION Users only
RMX122,COORDINADOR DE IOT,DefaultAdmin,This Job is for COORDINADOR DE IOT Users only
RMX123,OPERADOR LIDER JR DE CALIDAD,DefaultAdmin,This Job is for OPERADOR LIDER JR DE CALIDAD Users only
RMX124,SUPERVISOR DE EXTRUSION,DefaultAdmin,This Job is for SUPERVISOR DE EXTRUSION Users only
RMX125,ESPECIALISTA DE CONTABILIDAD,DefaultAdmin,This Job is for ESPECIALISTA DE CONTABILIDAD Users only
RMX126,OPERADOR AUDITOR DE CALIDAD,DefaultAdmin,This Job is for OPERADOR AUDITOR DE CALIDAD Users only
RMX128,GERENTE GENERAL SR DE OPERACIONES,DefaultAdmin,This Job is for GERENTE GENERAL SR DE OPERACIONES Users only
RMX129,GERENTE GENERAL SR DE ADMINISTRACION,DefaultAdmin,This Job is for GERENTE GENERAL SR DE ADMINISTRACION Users only
RMX13,SUPERVISOR DE HORNO,DefaultAdmin,This Job is for SUPERVISOR DE HORNO Users only
RMX130,INGENIERO DE DISEÑO DE FIXTURES,DefaultAdmin,This Job is for INGENIERO DE DISEÑO DE FIXTURES Users only
RMX131,GERENTE GENERAL DE CALIDAD,DefaultAdmin,This Job is for GERENTE GENERAL DE CALIDAD Users only
RMX132,SUB-GERENTE DE ENSAMBLE,DefaultAdmin,This Job is for SUB-GERENTE DE ENSAMBLE Users only
RMX133,SUB-GERENTE DE KAIZEN TPS,DefaultAdmin,This Job is for SUB-GERENTE DE KAIZEN TPS Users only
RMX134,OPERADOR ASISTENTE DE CONTROL DE PRE-PRODUCCION,DefaultAdmin,This Job is for OPERADOR ASISTENTE DE CONTROL DE PRE-PRODUCCION Users only
RMX136,OPERADOR GENERAL DE PARTES DE SERVICIO,DefaultAdmin,This Job is for OPERADOR GENERAL DE PARTES DE SERVICIO Users only
RMX137,SUB-GERENTE DE MANUFACTURA,DefaultAdmin,This Job is for SUB-GERENTE DE MANUFACTURA Users only
RMX138,SUPERVISOR SR DE ENSAMBLE,DefaultAdmin,This Job is for SUPERVISOR SR DE ENSAMBLE Users only
RMX139,OPERADOR CAPTURISTA/RECECIONISTA,DefaultAdmin,This Job is for OPERADOR CAPTURISTA/RECECIONISTA Users only
RMX14,MECANICO,DefaultAdmin,This Job is for MECANICO Users only
RMX140,TECNICO EN IT Y SERV. GENERALES,DefaultAdmin,This Job is for TECNICO EN IT Y SERV. GENERALES Users only
RMX141,OPERADOR DE IT,DefaultAdmin,This Job is for OPERADOR DE IT Users only
RMX142,OPERADOR CAPTURISTA DE EMBARQUES,DefaultAdmin,This Job is for OPERADOR CAPTURISTA DE EMBARQUES Users only
RMX143,TECNICO DE MAQUINADOS,DefaultAdmin,This Job is for TECNICO DE MAQUINADOS Users only
RMX144,TECNICO DE CONTROL Y NUEVOS PROGRAMAS,DefaultAdmin,This Job is for TECNICO DE CONTROL Y NUEVOS PROGRAMAS Users only
RMX145,OPERADOR LIDER RECIBA - INSPECCION,DefaultAdmin,This Job is for OPERADOR LIDER RECIBA - INSPECCION Users only
RMX15,SUPERVISOR DE MANTENIMIENTO,DefaultAdmin,This Job is for SUPERVISOR DE MANTENIMIENTO Users only
RMX16,OPERADOR GENERAL,DefaultAdmin,This Job is for OPERADOR GENERAL Users only
RMX2,GERENTE DE OPERACIONES,DefaultAdmin,This Job is for GERENTE DE OPERACIONES Users only
RMX20,ASISTENTE DE CONTROL DE PRODUCCION,DefaultAdmin,This Job is for ASISTENTE DE CONTROL DE PRODUCCION Users only
RMX22,ASISTENTE DE CONTABILIDAD,DefaultAdmin,This Job is for ASISTENTE DE CONTABILIDAD Users only
RMX23,OPERADOR SAND BLASTER,DefaultAdmin,This Job is for OPERADOR SAND BLASTER Users only
RMX24,INGENIERO DE MANUFACTURA SR,DefaultAdmin,This Job is for INGENIERO DE MANUFACTURA SR Users only
RMX25,ASISTENTE DE RECURSOS HUMANOS,DefaultAdmin,This Job is for ASISTENTE DE RECURSOS HUMANOS Users only
RMX26,COORDINADOR DE SEGURIDAD E HIGIENE,DefaultAdmin,This Job is for COORDINADOR DE SEGURIDAD E HIGIENE Users only
RMX30,GERENTE DE ENSAMBLE,DefaultAdmin,This Job is for GERENTE DE ENSAMBLE Users only
RMX31,TECNICO EN MANTENIMIENTO,DefaultAdmin,This Job is for TECNICO EN MANTENIMIENTO Users only
RMX33,OPERADOR RELEVO,DefaultAdmin,This Job is for OPERADOR RELEVO Users only
RMX35,SUPERVISOR DE RECIBA/EMBARQUES,DefaultAdmin,This Job is for SUPERVISOR DE RECIBA/EMBARQUES Users only
RMX37,SUB-DIRECTOR DE INGENIERIA/PPCC Y PROYECTOS,DefaultAdmin,This Job is for SUB-DIRECTOR DE INGENIERIA/PPCC Y PROYECTOS Users only
RMX38,OPERADOR ENTRENADOR,DefaultAdmin,This Job is for OPERADOR ENTRENADOR Users only
RMX39,OPERADOR LIDER JR.,DefaultAdmin,This Job is for OPERADOR LIDER JR. Users only
RMX4,OPERADOR CAPTURISTA,DefaultAdmin,This Job is for OPERADOR CAPTURISTA Users only
RMX41,TECNICO DE MANUFACTURA,DefaultAdmin,This Job is for TECNICO DE MANUFACTURA Users only
RMX46,SUPERVISOR IMPORTACION Y EXPORTACION,DefaultAdmin,This Job is for SUPERVISOR IMPORTACION Y EXPORTACION Users only
RMX47,OPERADOR ESPECIALISTA,DefaultAdmin,This Job is for OPERADOR ESPECIALISTA Users only
RMX48,OPERADOR TECNICO DE EXTRUDER,DefaultAdmin,This Job is for OPERADOR TECNICO DE EXTRUDER Users only
RMX49,OPERADOR ASISTENTE DE MTTO.,DefaultAdmin,This Job is for OPERADOR ASISTENTE DE MTTO. Users only
RMX51,SUPERVISOR DE CALIDAD,DefaultAdmin,This Job is for SUPERVISOR DE CALIDAD Users only
RMX52,GERENTE DE PREPARACION DE MATERIALES,DefaultAdmin,This Job is for GERENTE DE PREPARACION DE MATERIALES Users only
RMX53,SUPER INTENDENTE DE OPERACIONES-MTTO.,DefaultAdmin,This Job is for SUPER INTENDENTE DE OPERACIONES-MTTO. Users only
RMX55,TECNICO EN SISTEMAS,DefaultAdmin,This Job is for TECNICO EN SISTEMAS Users only
RMX58,GERENTE DE HORNO&KAIZEN/TPS,DefaultAdmin,This Job is for GERENTE DE HORNO&KAIZEN/TPS Users only
RMX59,ESPECIALISTA EN RECURSOS HUMANOS,DefaultAdmin,This Job is for ESPECIALISTA EN RECURSOS HUMANOS Users only
RMX6,INGENIERO DE MANUFACTURA,DefaultAdmin,This Job is for INGENIERO DE MANUFACTURA Users only
RMX60,INGENIERO DE PRODUCCION SR.,DefaultAdmin,This Job is for INGENIERO DE PRODUCCION SR. Users only
RMX61,OPERADOR ESPECIALISTA HORNO,DefaultAdmin,This Job is for OPERADOR ESPECIALISTA HORNO Users only
RMX62,ASISTENTE DE PCR,DefaultAdmin,This Job is for ASISTENTE DE PCR Users only
RMX63,GERENTE DE PLANEACION & TPS/SP,DefaultAdmin,This Job is for GERENTE DE PLANEACION & TPS/SP Users only
RMX64,SUBDIRECTOR DE CALIDAD Y FLUJO DE MATERIALES,DefaultAdmin,This Job is for SUBDIRECTOR DE CALIDAD Y FLUJO DE MATERIALES Users only
RMX65,TECNICO DE MAQUINAS Y HERRAMIENTAS,DefaultAdmin,This Job is for TECNICO DE MAQUINAS Y HERRAMIENTAS Users only
RMX66,GERENTE DE RECURSOS HUMANOS Y EHS,DefaultAdmin,This Job is for GERENTE DE RECURSOS HUMANOS Y EHS Users only
RMX67,TECNICO DE EQUIPO DE MANTENIMIENTO,DefaultAdmin,This Job is for TECNICO DE EQUIPO DE MANTENIMIENTO Users only
RMX68,PLANEADOR DE INVENTARIOS,DefaultAdmin,This Job is for PLANEADOR DE INVENTARIOS Users only
RMX70,GERENTE GENERAL DE ADMINISTRACION,DefaultAdmin,This Job is for GERENTE GENERAL DE ADMINISTRACION Users only
RMX71,SUPERVISOR DE CALIDAD SR,DefaultAdmin,This Job is for SUPERVISOR DE CALIDAD SR Users only
RMX72,SUPERVISOR DE ENSAMBLE,DefaultAdmin,This Job is for SUPERVISOR DE ENSAMBLE Users only
RMX73,SUPERVISOR DE MEZCLADO Y EXTRUCCION,DefaultAdmin,This Job is for SUPERVISOR DE MEZCLADO Y EXTRUCCION Users only
RMX74,SUPERVISOR SR. DE KAIZEN & TPS,DefaultAdmin,This Job is for SUPERVISOR SR. DE KAIZEN & TPS Users only
RMX75,ESPECIALISTA JDE,DefaultAdmin,This Job is for ESPECIALISTA JDE Users only
RMX77,TECNICO EN SEGURIDAD E HIGIENE,DefaultAdmin,This Job is for TECNICO EN SEGURIDAD E HIGIENE Users only
RMX80,OPERADOR ASISTENTE DE INGENIERIA,DefaultAdmin,This Job is for OPERADOR ASISTENTE DE INGENIERIA Users only
RMX81,ASISTENTE DE ENTRENAMIENTO,DefaultAdmin,This Job is for ASISTENTE DE ENTRENAMIENTO Users only
RMX82,ESPECIALISTA EN PARTES DE SERVICIO,DefaultAdmin,This Job is for ESPECIALISTA EN PARTES DE SERVICIO Users only
RMX83,PLANEADOR JR,DefaultAdmin,This Job is for PLANEADOR JR Users only
RMX84,SUPERVISOR SR DE PROCESOS Y ASEG. CALIDAD,DefaultAdmin,This Job is for SUPERVISOR SR DE PROCESOS Y ASEG. CALIDAD Users only
RMX85,SUB-GERENTE DE CONTABILIDAD,DefaultAdmin,This Job is for SUB-GERENTE DE CONTABILIDAD Users only
RMX86,ASISTENTE DE MAQUINAS Y HERRAMIENTAS,DefaultAdmin,This Job is for ASISTENTE DE MAQUINAS Y HERRAMIENTAS Users only
RMX88,OPERADOR CAPTURISTA RELACIONES LABORALES,DefaultAdmin,This Job is for OPERADOR CAPTURISTA RELACIONES LABORALES Users only
RMX89,TECNICO DE EQUIPO E INSTRUMENTACION,DefaultAdmin,This Job is for TECNICO DE EQUIPO E INSTRUMENTACION Users only
RMX9,INGENIERO DE MANUFACTURA JR,DefaultAdmin,This Job is for INGENIERO DE MANUFACTURA JR Users only
RMX90,OPERADOR EN CAPACITACION INICIAL/EVENTUAL,DefaultAdmin,This Job is for OPERADOR EN CAPACITACION INICIAL/EVENTUAL Users only
RMX91,OPERADOR ESPECIALISTA DE ENSAMBLE,DefaultAdmin,This Job is for OPERADOR ESPECIALISTA DE ENSAMBLE Users only
RMX92,OPERADOR RELEVO DE ENSAMBLE,DefaultAdmin,This Job is for OPERADOR RELEVO DE ENSAMBLE Users only
RMX93,OPERADOR RELEVO DE CALIDAD,DefaultAdmin,This Job is for OPERADOR RELEVO DE CALIDAD Users only
RMX94,OPERADOR LIDER JR DE HORNO,DefaultAdmin,This Job is for OPERADOR LIDER JR DE HORNO Users only
RMX95,OPERADOR LIDER DE HORNO,DefaultAdmin,This Job is for OPERADOR LIDER DE HORNO Users only
RMX96,OPERADOR LIDER DE ENSAMBLE,DefaultAdmin,This Job is for OPERADOR LIDER DE ENSAMBLE Users only
RMX97,OPERADOR LIDER DE MEZCLADO,DefaultAdmin,This Job is for OPERADOR LIDER DE MEZCLADO Users only
RMX98,OPERADOR LIDER DE EXTRUCCION,DefaultAdmin,This Job is for OPERADOR LIDER DE EXTRUCCION Users only
RMX99,OPERADOR LIDER DE CALIDAD,DefaultAdmin,This Job is for OPERADOR LIDER DE CALIDAD Users only
RTC770196,"Specialist, Sr. - GA",DefaultAdmin,"This Job is for Specialist, Sr. - GA Users only"
RTC770227,Specialist - Corp Planning,DefaultAdmin,This Job is for Specialist - Corp Planning Users only
RTC770888,Manager,DefaultAdmin,This Job is for Manager Users only
RTC770999,GM,DefaultAdmin,This Job is for GM Users only
RTC990001,Sr Test Technician,DefaultAdmin,This Job is for Sr Test Technician Users only
RTC990006,Test Technician,DefaultAdmin,This Job is for Test Technician Users only
RTC990008,Assistant Manager,DefaultAdmin,This Job is for Assistant Manager Users only
RTCAG1046,AGM I - RTC,DefaultAdmin,This Job is for AGM I - RTC Users only
RTCAM1046,Asst Mgr I - RTC,DefaultAdmin,This Job is for Asst Mgr I - RTC Users only
RTCCO2000,Co-Op - Technical,DefaultAdmin,This Job is for Co-Op - Technical Users only
RTCMG1046,Mgr I - RTC,DefaultAdmin,This Job is for Mgr I - RTC Users only
