JOB_CODE,JOB_NAME,created By EmployeeID,JOB_DESC
IMX001064,Contador de impuestos senior,DefaultAdmin,This Job is for Contador de impuestos senior Users only
IMX001065,Operador de Contabilidad,DefaultAdmin,This Job is for Operador de Contabilidad Users only
IMX001066,Técnico de empaque,DefaultAdmin,This Job is for Técnico de empaque Users only
IMX001068,Técnico de Procesos de Ensamble,DefaultAdmin,This Job is for Técnico de Procesos de Ensamble Users only
IMX001069,Especialista Senior de Planeación de materiales,DefaultAdmin,This Job is for Especialista Senior de Planeación de materiales Users only
KY550000,"Specialist, Accounting",DefaultAdmin,"This Job is for Specialist, Accounting Users only"
KY550002,Administrative Asst,DefaultAdmin,This Job is for Administrative Asst Users only
KY550004,"General Manager, Assistant",DefaultAdmin,"This Job is for General Manager, Assistant Users only"
KY550005,"Manager, Assistant, Production",DefaultAdmin,"This Job is for Manager, Assistant, Production Users only"
KY550007,Coordinator,DefaultAdmin,This Job is for Coordinator Users only
KY550008,"Specialist, Cost Accountant",DefaultAdmin,"This Job is for Specialist, Cost Accountant Users only"
KY550010,DDC Administrator,DefaultAdmin,This Job is for DDC Administrator Users only
KY550012,"Engineer I, Technical",DefaultAdmin,"This Job is for Engineer I, Technical Users only"
KY550013,"Engineer III, Technical",DefaultAdmin,"This Job is for Engineer III, Technical Users only"
KY550014,"Engineer I, Quality",DefaultAdmin,"This Job is for Engineer I, Quality Users only"
KY550015,Engineer - QC,DefaultAdmin,This Job is for Engineer - QC Users only
KY550016,Engineering Tech I,DefaultAdmin,This Job is for Engineering Tech I Users only
KY550019,"Engineer I, Production",DefaultAdmin,"This Job is for Engineer I, Production Users only"
KY550020,"Engineer I, QRE Canada",DefaultAdmin,"This Job is for Engineer I, QRE Canada Users only"
KY550021,"Engineer I, QRE Indiana",DefaultAdmin,"This Job is for Engineer I, QRE Indiana Users only"
KY550023,Environmental Specialist,DefaultAdmin,This Job is for Environmental Specialist Users only
KY550024,Maintenance Team Member I,DefaultAdmin,This Job is for Maintenance Team Member I Users only
KY550028,General Manager,DefaultAdmin,This Job is for General Manager Users only
KY550030,"Team Member, General Maintenan",DefaultAdmin,"This Job is for Team Member, General Maintenan Users only"
KY550031,"Specialist, Human Resources",DefaultAdmin,"This Job is for Specialist, Human Resources Users only"
KY550032,"Administrator, ERP",DefaultAdmin,"This Job is for Administrator, ERP Users only"
KY550033,Kaizen,DefaultAdmin,This Job is for Kaizen Users only
KY550036,Administrator,DefaultAdmin,This Job is for Administrator Users only
KY550038,"Specialist, Manufacturing",DefaultAdmin,"This Job is for Specialist, Manufacturing Users only"
KY550039,"Manager, Production",DefaultAdmin,"This Job is for Manager, Production Users only"
KY550040,Maintenance Team Member II,DefaultAdmin,This Job is for Maintenance Team Member II Users only
KY550041,"Specialist, Occupational Healt",DefaultAdmin,"This Job is for Specialist, Occupational Healt Users only"
KY550042,"Administrator, Packaging",DefaultAdmin,"This Job is for Administrator, Packaging Users only"
KY550044,"Administrator, Planning",DefaultAdmin,"This Job is for Administrator, Planning Users only"
KY550051,Purchasing Specialist,DefaultAdmin,This Job is for Purchasing Specialist Users only
KY550052,QA Technician,DefaultAdmin,This Job is for QA Technician Users only
KY550057,"Specialist, EHS",DefaultAdmin,"This Job is for Specialist, EHS Users only"
KY550058,"Specialist III, IT",DefaultAdmin,"This Job is for Specialist III, IT Users only"
KY550059,"Administrator III, Planning",DefaultAdmin,"This Job is for Administrator III, Planning Users only"
KY550061,"Administrator, IT",DefaultAdmin,"This Job is for Administrator, IT Users only"
KY550063,"Specialist, Staff Accountant",DefaultAdmin,"This Job is for Specialist, Staff Accountant Users only"
KY550064,Supplier Quality Adm,DefaultAdmin,This Job is for Supplier Quality Adm Users only
KY550066,"Supervisor, Production",DefaultAdmin,"This Job is for Supervisor, Production Users only"
KY550068,Supervisor - Maintenance,DefaultAdmin,This Job is for Supervisor - Maintenance Users only
KY550069,"Supervisor, Sr",DefaultAdmin,"This Job is for Supervisor, Sr Users only"
KY550071,"Team Member, TL",DefaultAdmin,"This Job is for Team Member, TL Users only"
KY550072,Team Member,DefaultAdmin,This Job is for Team Member Users only
KY550075,Technical Translator,DefaultAdmin,This Job is for Technical Translator Users only
KY550076,Vice President,DefaultAdmin,This Job is for Vice President Users only
KY550078,"Specialist, Quality",DefaultAdmin,"This Job is for Specialist, Quality Users only"
KY550111,Data Entry Clerk,DefaultAdmin,This Job is for Data Entry Clerk Users only
KY550112,Finish Good Planner,DefaultAdmin,This Job is for Finish Good Planner Users only
KY550116,"Maintenance Team Member, Train",DefaultAdmin,"This Job is for Maintenance Team Member, Train Users only"
KY550118,Maint - Equip - Facilities,DefaultAdmin,This Job is for Maint - Equip - Facilities Users only
KY550123,Temp Agency Belflex,DefaultAdmin,This Job is for Temp Agency Belflex Users only
KY550131,Warranty QE,DefaultAdmin,This Job is for Warranty QE Users only
KY550132,"Team Member, LO",DefaultAdmin,"This Job is for Team Member, LO Users only"
KY550134,"General Manager, Senior",DefaultAdmin,"This Job is for General Manager, Senior Users only"
KY550137,"Specialist, PPCC",DefaultAdmin,"This Job is for Specialist, PPCC Users only"
KY550139,"Specialist, Training",DefaultAdmin,"This Job is for Specialist, Training Users only"
KY550142,Supervisor - EHS,DefaultAdmin,This Job is for Supervisor - EHS Users only
KY550144,Senior Quality Engineer,DefaultAdmin,This Job is for Senior Quality Engineer Users only
KY550145,Payroll/Benefits Specialist,DefaultAdmin,This Job is for Payroll/Benefits Specialist Users only
KY550146,Payroll/Benefits Administrator,DefaultAdmin,This Job is for Payroll/Benefits Administrator Users only
KY550147,TPS Team Member,DefaultAdmin,This Job is for TPS Team Member Users only
KY550148,TPS Team Leader,DefaultAdmin,This Job is for TPS Team Leader Users only
KY550149,"Team Member, Kaizen",DefaultAdmin,"This Job is for Team Member, Kaizen Users only"
KY550150,"Team Lead, Kaizen",DefaultAdmin,"This Job is for Team Lead, Kaizen Users only"
KY550151,Consultant,DefaultAdmin,This Job is for Consultant Users only
KY550152,"Manager, Senior, Production",DefaultAdmin,"This Job is for Manager, Senior, Production Users only"
KY550155,"Supervisor, Sr-QE",DefaultAdmin,"This Job is for Supervisor, Sr-QE Users only"
KY550156,"Supervisor, Sr-QC",DefaultAdmin,"This Job is for Supervisor, Sr-QC Users only"
KY550157,"Specialist, Project",DefaultAdmin,"This Job is for Specialist, Project Users only"
KY550158,"Supervisor, Engineering",DefaultAdmin,"This Job is for Supervisor, Engineering Users only"
KY550159,550159 - Administrative Coordi,DefaultAdmin,This Job is for 550159 - Administrative Coordi Users only
KY550160,Strategic Planning Analyst,DefaultAdmin,This Job is for Strategic Planning Analyst Users only
KY550161,Engineer - Controls,DefaultAdmin,This Job is for Engineer - Controls Users only
KY550162,HR Supervisor,DefaultAdmin,This Job is for HR Supervisor Users only
KY550163,"Team Member, Tech Level I",DefaultAdmin,"This Job is for Team Member, Tech Level I Users only"
KY550164,"Specialist, Translator",DefaultAdmin,"This Job is for Specialist, Translator Users only"
KY550165,"Supervisor II, Production",DefaultAdmin,"This Job is for Supervisor II, Production Users only"
KY550166,"General Manager, Executive",DefaultAdmin,"This Job is for General Manager, Executive Users only"
KY550170,"Engineer III, Quality",DefaultAdmin,"This Job is for Engineer III, Quality Users only"
KY550172,"Specialist III, Accounting",DefaultAdmin,"This Job is for Specialist III, Accounting Users only"
KY550173,"Supervisor, Administrative",DefaultAdmin,"This Job is for Supervisor, Administrative Users only"
KY550174,"Supervisor, Maintenance",DefaultAdmin,"This Job is for Supervisor, Maintenance Users only"
KY550175,"Supervisor, Technical",DefaultAdmin,"This Job is for Supervisor, Technical Users only"
KY550180,"Manager, Assistant, Maintenanc",DefaultAdmin,"This Job is for Manager, Assistant, Maintenanc Users only"
KY550181,"Manager, Assistant, Technical",DefaultAdmin,"This Job is for Manager, Assistant, Technical Users only"
KY550182,"Manager, Administrative",DefaultAdmin,"This Job is for Manager, Administrative Users only"
KY550183,"Manager, Maintenance",DefaultAdmin,"This Job is for Manager, Maintenance Users only"
KY550184,"Manager, Technical",DefaultAdmin,"This Job is for Manager, Technical Users only"
KY550187,"Manager, Senior, Technical",DefaultAdmin,"This Job is for Manager, Senior, Technical Users only"
KY550188,"Administrator, Translator",DefaultAdmin,"This Job is for Administrator, Translator Users only"
KY550190,"Specialist III, PPCC",DefaultAdmin,"This Job is for Specialist III, PPCC Users only"
KY999999,Temp Agency,DefaultAdmin,This Job is for Temp Agency Users only
KYE55007,Coordinator,DefaultAdmin,This Job is for Coordinator Users only
KYE55048,President,DefaultAdmin,This Job is for President Users only
KYE55060,Senior Coordinator,DefaultAdmin,This Job is for Senior Coordinator Users only
KYE77089,VP,DefaultAdmin,This Job is for VP Users only
KYSS1054,Sr Spec I - Sys Admin,DefaultAdmin,This Job is for Sr Spec I - Sys Admin Users only
MAN1,Manager,DefaultAdmin,This Job is for Manager Users only
MT000001,Accounting Specialist,DefaultAdmin,This Job is for Accounting Specialist Users only
MT000002,Accounts Payable Assistant,DefaultAdmin,This Job is for Accounts Payable Assistant Users only
MT000003,Accounts Payable Specialist,DefaultAdmin,This Job is for Accounts Payable Specialist Users only
MT000004,Advisor,DefaultAdmin,This Job is for Advisor Users only
MT000005,Assistant General Manager,DefaultAdmin,This Job is for Assistant General Manager Users only
MT000006,Assistant Manager,DefaultAdmin,This Job is for Assistant Manager Users only
MT000007,Cost Accountant,DefaultAdmin,This Job is for Cost Accountant Users only
MT000008,Customer Service,DefaultAdmin,This Job is for Customer Service Users only
MT000009,Document Admin.,DefaultAdmin,This Job is for Document Admin. Users only
MT000010,Electrician,DefaultAdmin,This Job is for Electrician Users only
MT000011,Engineer - Technical,DefaultAdmin,This Job is for Engineer - Technical Users only
MT000012,Engineer-Process,DefaultAdmin,This Job is for Engineer-Process Users only
MT000013,Env. Health and Safety Specialist,DefaultAdmin,This Job is for Env. Health and Safety Specialist Users only
MT000014,Factory Team Member FTM,DefaultAdmin,This Job is for Factory Team Member FTM Users only
MT000015,General Manager,DefaultAdmin,This Job is for General Manager Users only
MT000016,HR Specialist,DefaultAdmin,This Job is for HR Specialist Users only
MT000017,Lead Operator,DefaultAdmin,This Job is for Lead Operator Users only
MT000018,Leader Tech,DefaultAdmin,This Job is for Leader Tech Users only
MT000019,Machine Group,DefaultAdmin,This Job is for Machine Group Users only
MT000020,Maintenance,DefaultAdmin,This Job is for Maintenance Users only
MT000021,Maintenance Clerk,DefaultAdmin,This Job is for Maintenance Clerk Users only
MT000022,Maintenance Helper,DefaultAdmin,This Job is for Maintenance Helper Users only
MT000023,Manager,DefaultAdmin,This Job is for Manager Users only
MT000024,Material Handler,DefaultAdmin,This Job is for Material Handler Users only
MT000025,MIS Specialist,DefaultAdmin,This Job is for MIS Specialist Users only
MT000026,Mold Helper,DefaultAdmin,This Job is for Mold Helper Users only
MT000027,Mold Technician,DefaultAdmin,This Job is for Mold Technician Users only
MT000028,Packaging Specialist,DefaultAdmin,This Job is for Packaging Specialist Users only
MT000029,Payroll Specialist,DefaultAdmin,This Job is for Payroll Specialist Users only
MT000030,PC Assistant,DefaultAdmin,This Job is for PC Assistant Users only
MT000031,PC FTM,DefaultAdmin,This Job is for PC FTM Users only
MT000032,PC Planner,DefaultAdmin,This Job is for PC Planner Users only
MT000033,PC Specialist,DefaultAdmin,This Job is for PC Specialist Users only
MT000034,PPCC Specialist,DefaultAdmin,This Job is for PPCC Specialist Users only
MT000035,Quality Engineer,DefaultAdmin,This Job is for Quality Engineer Users only
MT000036,Quality Inspector FTM,DefaultAdmin,This Job is for Quality Inspector FTM Users only
MT000037,Quality Resident Engineer,DefaultAdmin,This Job is for Quality Resident Engineer Users only
MT000038,Quality Specialist,DefaultAdmin,This Job is for Quality Specialist Users only
MT000039,Receiver,DefaultAdmin,This Job is for Receiver Users only
MT000040,Receiving Inspection,DefaultAdmin,This Job is for Receiving Inspection Users only
MT000041,Receptionist,DefaultAdmin,This Job is for Receptionist Users only
MT000042,Regrind Operator,DefaultAdmin,This Job is for Regrind Operator Users only
MT000043,Senior General Manager,DefaultAdmin,This Job is for Senior General Manager Users only
MT000044,Set Up Tech,DefaultAdmin,This Job is for Set Up Tech Users only
MT000045,Shipper,DefaultAdmin,This Job is for Shipper Users only
MT000046,Special Projects Leader,DefaultAdmin,This Job is for Special Projects Leader Users only
MT000047,Specialist,DefaultAdmin,This Job is for Specialist Users only
MT000048,Student,DefaultAdmin,This Job is for Student Users only
MT000049,Supervisor,DefaultAdmin,This Job is for Supervisor Users only
MT000050,Technician,DefaultAdmin,This Job is for Technician Users only
MT000051,Temporary Job Assignment,DefaultAdmin,This Job is for Temporary Job Assignment Users only
MT000052,TPS Engineer,DefaultAdmin,This Job is for TPS Engineer Users only
MT000053,TPS Specialist,DefaultAdmin,This Job is for TPS Specialist Users only
MT000054,TPS Tech,DefaultAdmin,This Job is for TPS Tech Users only
MT000055,Translator,DefaultAdmin,This Job is for Translator Users only
MT000255,Sr Manager,DefaultAdmin,This Job is for Sr Manager Users only
MT000257,Co-Ordinator,DefaultAdmin,This Job is for Co-Ordinator Users only
MT000258,Contract,DefaultAdmin,This Job is for Contract Users only
MT000259,HR Assistant,DefaultAdmin,This Job is for HR Assistant Users only
MT000260,Sr Specialist,DefaultAdmin,This Job is for Sr Specialist Users only
MT000264,Injection Molding Technician,DefaultAdmin,This Job is for Injection Molding Technician Users only
MT000265,Sr Payroll Specialist,DefaultAdmin,This Job is for Sr Payroll Specialist Users only
MT000289,Engineering Administration,DefaultAdmin,This Job is for Engineering Administration Users only
MT000291,Production Team Member,DefaultAdmin,This Job is for Production Team Member Users only
MT000293,IT Specialist,DefaultAdmin,This Job is for IT Specialist Users only
MT000294,Jr Specialist,DefaultAdmin,This Job is for Jr Specialist Users only
MT000301,Generalist,DefaultAdmin,This Job is for Generalist Users only
MT000305,Apprentice,DefaultAdmin,This Job is for Apprentice Users only
MT000337,Administrator,DefaultAdmin,This Job is for Administrator Users only
MT000344,Production Team Member Paint Assy,DefaultAdmin,This Job is for Production Team Member Paint Assy Users only
MT000345,Lead Operator Paint Assy,DefaultAdmin,This Job is for Lead Operator Paint Assy Users only
MT000346,Leader Tech Paint Assy,DefaultAdmin,This Job is for Leader Tech Paint Assy Users only
MT000347,Student Paint Assy,DefaultAdmin,This Job is for Student Paint Assy Users only
MT000352,Intern,DefaultAdmin,This Job is for Intern Users only
MT000353,Director,DefaultAdmin,This Job is for Director Users only
MT000357,Production Team Member Student,DefaultAdmin,This Job is for Production Team Member Student Users only
MT000358,Sr Generalist,DefaultAdmin,This Job is for Sr Generalist Users only
MT000385,On The Job Trainer,DefaultAdmin,This Job is for On The Job Trainer Users only
MT000386,Production Team Member Student Paint Assy,DefaultAdmin,This Job is for Production Team Member Student Paint Assy Users only
MT000388,Liaison,DefaultAdmin,This Job is for Liaison Users only
MT000389,Journeyperson Candidate,DefaultAdmin,This Job is for Journeyperson Candidate Users only
MT000555,Sr Engineer,DefaultAdmin,This Job is for Sr Engineer Users only
MT000556,OJT Team Member,DefaultAdmin,This Job is for OJT Team Member Users only
MT000557,Production Data Support,DefaultAdmin,This Job is for Production Data Support Users only
MT000563,Journeyperson,DefaultAdmin,This Job is for Journeyperson Users only
MT000564,Millwright,DefaultAdmin,This Job is for Millwright Users only
MT000572,Analyst,DefaultAdmin,This Job is for Analyst Users only
MT000585,OJT,DefaultAdmin,This Job is for OJT Users only
MT003000,President,DefaultAdmin,
MTM1,Maintenance Team Member I,DefaultAdmin,This Job is for Maintenance Team Member I Users only
NA550003,Advisor,DefaultAdmin,This Job is for Advisor Users only
NA550005,Assistant Manager,DefaultAdmin,This Job is for Assistant Manager Users only
NA550007,Coordinator,DefaultAdmin,This Job is for Coordinator Users only
NA550048,President,DefaultAdmin,This Job is for President Users only
NA550077,Engineer - QRE - TMMK,DefaultAdmin,This Job is for Engineer - QRE - TMMK Users only
NA550127,Executive Cooordinator,DefaultAdmin,This Job is for Executive Cooordinator Users only
NA550152,Sr Manager,DefaultAdmin,This Job is for Sr Manager Users only
NA660041,Cost Accountant,DefaultAdmin,This Job is for Cost Accountant Users only
NA660088,General Manager,DefaultAdmin,This Job is for General Manager Users only
NA660096,"General Manager, Asst",DefaultAdmin,"This Job is for General Manager, Asst Users only"
NA660104,Vice President,DefaultAdmin,This Job is for Vice President Users only
NA660219,Engineering Technician III,DefaultAdmin,This Job is for Engineering Technician III Users only
NA660815,Mold Engineer,DefaultAdmin,This Job is for Mold Engineer Users only
NA660944,Manager,DefaultAdmin,This Job is for Manager Users only
NA660967,Coordinator,DefaultAdmin,This Job is for Coordinator Users only
NA661136,Quality Resident Engineer,DefaultAdmin,This Job is for Quality Resident Engineer Users only
NA661625,"Manager, Senior",DefaultAdmin,"This Job is for Manager, Senior Users only"
NA770004,Administrator,DefaultAdmin,This Job is for Administrator Users only
NA770005,Assistant GM - Technical,DefaultAdmin,This Job is for Assistant GM - Technical Users only
NA770007,Assistant Manager,DefaultAdmin,This Job is for Assistant Manager Users only
NA770009,Assistant Manager - Eng'g,DefaultAdmin,This Job is for Assistant Manager - Eng'g Users only
NA770010,Assistant Manager - Quality,DefaultAdmin,This Job is for Assistant Manager - Quality Users only
NA770011,Assistant Manager - Sales,DefaultAdmin,This Job is for Assistant Manager - Sales Users only
NA770013,Assistant Manager - HR,DefaultAdmin,This Job is for Assistant Manager - HR Users only
NA770025,Engineer I,DefaultAdmin,This Job is for Engineer I Users only
NA770032,GM,DefaultAdmin,This Job is for GM Users only
NA770033,GM - Corp Purchasing,DefaultAdmin,This Job is for GM - Corp Purchasing Users only
NA770037,GM - Human Resources,DefaultAdmin,This Job is for GM - Human Resources Users only
NA770038,GM - Sales,DefaultAdmin,This Job is for GM - Sales Users only
NA770045,Manager,DefaultAdmin,This Job is for Manager Users only
NA770047,Manager - Accounting,DefaultAdmin,This Job is for Manager - Accounting Users only
NA770049,Manager - Engineering,DefaultAdmin,This Job is for Manager - Engineering Users only
NA770055,Program Manager,DefaultAdmin,This Job is for Program Manager Users only
NA770058,Manager - Sales,DefaultAdmin,This Job is for Manager - Sales Users only
NA770075,"Designer, Sr.",DefaultAdmin,"This Job is for Designer, Sr. Users only"
NA770076,"Engineer, Sr.",DefaultAdmin,"This Job is for Engineer, Sr. Users only"
NA770084,Specialist - Support,DefaultAdmin,This Job is for Specialist - Support Users only
NA770089,VP,DefaultAdmin,This Job is for VP Users only
NA770101,"Specialist, Sr. - HR",DefaultAdmin,"This Job is for Specialist, Sr. - HR Users only"
NA770107,Manager- Human Resources,DefaultAdmin,This Job is for Manager- Human Resources Users only
NA770111,Assistant GM - Sales,DefaultAdmin,This Job is for Assistant GM - Sales Users only
NA770112,Assistant GM - Quality,DefaultAdmin,This Job is for Assistant GM - Quality Users only
NA770113,Assistant Manager - Purchasing,DefaultAdmin,This Job is for Assistant Manager - Purchasing Users only
NA770126,Specialist - HR,DefaultAdmin,This Job is for Specialist - HR Users only
NA770127,Assistant GM - Accounting,DefaultAdmin,This Job is for Assistant GM - Accounting Users only
NA770129,Assistant GM - Finance,DefaultAdmin,This Job is for Assistant GM - Finance Users only
NA770131,Manager - Purchasing,DefaultAdmin,This Job is for Manager - Purchasing Users only
NA770134,VP Sales,DefaultAdmin,This Job is for VP Sales Users only
NA770148,GM - Technical,DefaultAdmin,This Job is for GM - Technical Users only
NA770149,Assistant GM - Corporate IS,DefaultAdmin,This Job is for Assistant GM - Corporate IS Users only
NA770152,VP Purchasing,DefaultAdmin,This Job is for VP Purchasing Users only
NA770156,Specialist - Quality,DefaultAdmin,This Job is for Specialist - Quality Users only
NA770160,"Specialist, Sr. - Sales",DefaultAdmin,"This Job is for Specialist, Sr. - Sales Users only"
NA770161,Engineer,DefaultAdmin,This Job is for Engineer Users only
NA770163,GM - Finance,DefaultAdmin,This Job is for GM - Finance Users only
NA770164,Specialist - Sales,DefaultAdmin,This Job is for Specialist - Sales Users only
NA770165,Manager - CIS,DefaultAdmin,This Job is for Manager - CIS Users only
NA770166,Manager - Technical,DefaultAdmin,This Job is for Manager - Technical Users only
NA770167,"Engineer, Principle",DefaultAdmin,"This Job is for Engineer, Principle Users only"
NA770171,Specialist - Purchasing,DefaultAdmin,This Job is for Specialist - Purchasing Users only
NA770172,Specialist - Cost Planning,DefaultAdmin,This Job is for Specialist - Cost Planning Users only
NA770173,Specialist - SAM,DefaultAdmin,This Job is for Specialist - SAM Users only
NA770174,Specialist - CIS,DefaultAdmin,This Job is for Specialist - CIS Users only
NA770175,Specialist - Help Desk (NE),DefaultAdmin,This Job is for Specialist - Help Desk (NE) Users only
NA770176,Specialist - Sales Rep,DefaultAdmin,This Job is for Specialist - Sales Rep Users only
NA770181,Specialist - Tax,DefaultAdmin,This Job is for Specialist - Tax Users only
NA770184,Specialist - Legal,DefaultAdmin,This Job is for Specialist - Legal Users only
NA770186,Specialist - AR,DefaultAdmin,This Job is for Specialist - AR Users only
NA770187,Specialist - AR Admin (NE),DefaultAdmin,This Job is for Specialist - AR Admin (NE) Users only
NA770192,"Specialist, Sr. - Accounting",DefaultAdmin,"This Job is for Specialist, Sr. - Accounting Users only"
NA770193,"Specialist, Sr. - Purchasing",DefaultAdmin,"This Job is for Specialist, Sr. - Purchasing Users only"
NA770195,"Specialist, Sr. - SAM",DefaultAdmin,"This Job is for Specialist, Sr. - SAM Users only"
NA770196,"Specialist, Sr. - GA",DefaultAdmin,"This Job is for Specialist, Sr. - GA Users only"
NA770197,Specialist - Finance,DefaultAdmin,This Job is for Specialist - Finance Users only
NA770198,"Specialist, Sr. - Sales Plan",DefaultAdmin,"This Job is for Specialist, Sr. - Sales Plan Users only"
NA770199,"Specialist, Sr. Purchasing PT",DefaultAdmin,"This Job is for Specialist, Sr. Purchasing PT Users only"
NA770200,"Specialist, Sr. - CIS",DefaultAdmin,"This Job is for Specialist, Sr. - CIS Users only"
NA770202,"Specialist, Sr. - Quality",DefaultAdmin,"This Job is for Specialist, Sr. - Quality Users only"
NA770203,"CAE Engineer, Sr",DefaultAdmin,"This Job is for CAE Engineer, Sr Users only"
NA770204,Corporate Counsel,DefaultAdmin,This Job is for Corporate Counsel Users only
NA770205,Specialist - GA,DefaultAdmin,This Job is for Specialist - GA Users only
NA770206,"Specialist, Sr. - JDE",DefaultAdmin,"This Job is for Specialist, Sr. - JDE Users only"
NA770208,"Advisor, Sr",DefaultAdmin,"This Job is for Advisor, Sr Users only"
NA770210,Specialist - Warranty,DefaultAdmin,This Job is for Specialist - Warranty Users only
NA770211,Specialist - Accounting,DefaultAdmin,This Job is for Specialist - Accounting Users only
NA770212,CAE Engineer,DefaultAdmin,This Job is for CAE Engineer Users only
NA770213,Assistant GM - HR,DefaultAdmin,This Job is for Assistant GM - HR Users only
NA770215,"GM, Sr.",DefaultAdmin,"This Job is for GM, Sr. Users only"
NA770216,"Specialist, Sr. - Customs (PT)",DefaultAdmin,"This Job is for Specialist, Sr. - Customs (PT) Users only"
NA770219,"Specialist, Sr. - Corp Plan",DefaultAdmin,"This Job is for Specialist, Sr. - Corp Plan Users only"
NA770220,Designer,DefaultAdmin,This Job is for Designer Users only
NA770223,Assistant Manager - CIS,DefaultAdmin,This Job is for Assistant Manager - CIS Users only
NA770226,Assistant GM,DefaultAdmin,This Job is for Assistant GM Users only
NA770227,Specialist - Corp Planning,DefaultAdmin,This Job is for Specialist - Corp Planning Users only
NA770231,Principle,DefaultAdmin,This Job is for Principle Users only
NA770233,Specialist - Production Ctrl,DefaultAdmin,This Job is for Specialist - Production Ctrl Users only
NA770235,"Manager, Sr. - Project",DefaultAdmin,"This Job is for Manager, Sr. - Project Users only"
NA770236,"Manager, Project",DefaultAdmin,"This Job is for Manager, Project Users only"
NA770237,Executive Business Manager,DefaultAdmin,This Job is for Executive Business Manager Users only
NA770238,AGM - Corporate Counsel,DefaultAdmin,This Job is for AGM - Corporate Counsel Users only
NA770302,"Specialist, Sr. - Legal",DefaultAdmin,"This Job is for Specialist, Sr. - Legal Users only"
NA770303,TPS Engineer,DefaultAdmin,This Job is for TPS Engineer Users only
NA770306,Senior Principal,DefaultAdmin,This Job is for Senior Principal Users only
NA770307,Sales Engineer II,DefaultAdmin,This Job is for Sales Engineer II Users only
NA770888,Manager,DefaultAdmin,This Job is for Manager Users only
NA770999,GM,DefaultAdmin,This Job is for GM Users only
NA771002,Lead Specialist - OneFA,DefaultAdmin,This Job is for Lead Specialist - OneFA Users only
NA771003,Lead Specialist - CIS,DefaultAdmin,This Job is for Lead Specialist - CIS Users only
NA771004,Intern,DefaultAdmin,This Job is for Intern Users only
NA771005,Specialist - Engineering Techn,DefaultAdmin,This Job is for Specialist - Engineering Techn Users only
NA771006,Specialist Sr. - Engineering T,DefaultAdmin,This Job is for Specialist Sr. - Engineering T Users only
NA771007,Specialist - Tech Plan,DefaultAdmin,This Job is for Specialist - Tech Plan Users only
NA771008,"Lead Specialist, Sales",DefaultAdmin,"This Job is for Lead Specialist, Sales Users only"
NA771009,"Sr, Manager",DefaultAdmin,"This Job is for Sr, Manager Users only"
NA771010,Specialist - EHS,DefaultAdmin,This Job is for Specialist - EHS Users only
NA771011,Lead Specialist OneHR,DefaultAdmin,This Job is for Lead Specialist OneHR Users only
NA771012,General Counsel,DefaultAdmin,This Job is for General Counsel Users only
NA990001,Sr Test Technician,DefaultAdmin,This Job is for Sr Test Technician Users only
NA990002,Engineer,DefaultAdmin,This Job is for Engineer Users only
NA990006,Test Technician,DefaultAdmin,This Job is for Test Technician Users only
NA990008,Assistant Manager,DefaultAdmin,This Job is for Assistant Manager Users only
NAAG1023,AGM I - Eng,DefaultAdmin,This Job is for AGM I - Eng Users only
NAAG1047,AGM I - Sales,DefaultAdmin,This Job is for AGM I - Sales Users only
NAAM1023,Asst Mgr I - Eng,DefaultAdmin,This Job is for Asst Mgr I - Eng Users only
NAAM1047,Asst Mgr I - Sales,DefaultAdmin,This Job is for Asst Mgr I - Sales Users only
NACO1000,Co-Op - Non-Technical,DefaultAdmin,This Job is for Co-Op - Non-Technical Users only
NACO2000,Co-Op - Technical,DefaultAdmin,This Job is for Co-Op - Technical Users only
NAE55007,Coordinator,DefaultAdmin,This Job is for Coordinator Users only
NAE55008,SR COORDINATOR,DefaultAdmin,This Job is for SR COORDINATOR Users only
NAE55048,President,DefaultAdmin,This Job is for President Users only
NAE55060,Senior Coordinator,DefaultAdmin,This Job is for Senior Coordinator Users only
NAE55151,Consultant,DefaultAdmin,This Job is for Consultant Users only
NAE66125,Chairman of Board,DefaultAdmin,This Job is for Chairman of Board Users only
NAE66967,Coordinator,DefaultAdmin,This Job is for Coordinator Users only
NAE77002,SPECIALIST,DefaultAdmin,This Job is for SPECIALIST Users only
NAE77003,EXEC ADVISOR,DefaultAdmin,This Job is for EXEC ADVISOR Users only
NAE77004,Manager,DefaultAdmin,This Job is for Manager Users only
NAE77006,AGM,DefaultAdmin,This Job is for AGM Users only
NAE77032,GM,DefaultAdmin,This Job is for GM Users only
NAE77076,"Engineer, Sr.",DefaultAdmin,"This Job is for Engineer, Sr. Users only"
NAE77089,VP,DefaultAdmin,This Job is for VP Users only
NAE77125,President,DefaultAdmin,This Job is for President Users only
NAE77134,VP Sales,DefaultAdmin,This Job is for VP Sales Users only
NAE77148,GM - Technical,DefaultAdmin,This Job is for GM - Technical Users only
NAE77161,Engineer,DefaultAdmin,This Job is for Engineer Users only
NAE77232,VP - Senior,DefaultAdmin,This Job is for VP - Senior Users only
NAE77233,Chief of IE BP,DefaultAdmin,This Job is for Chief of IE BP Users only
NAEG1023,Eng I - Eng,DefaultAdmin,This Job is for Eng I - Eng Users only
NALS1006,Lead Spec I - CAD,DefaultAdmin,This Job is for Lead Spec I - CAD Users only
NALS1010,Lead Spec I - CIS,DefaultAdmin,This Job is for Lead Spec I - CIS Users only
