Curriculum ID*,Section Name,Child LO ID,Curriculum Title*,Vendor/Provider*,Provider type*,Active,Default Language,Subject IDs*,Description,Owners*,Created/Modified By,Keywords,Available Languages,Availability to All Users,Availability to Specific Users,Availability to OU‡,Availability OU Type,Register Upon Approval,Pre-Approved,Includes Subordinates,Curriculum Player,Recurrence,Thumbnail,Exclude from Course Recommendations,Training Purpose,Points,Badge,Emails
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process _The 3P Steps (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,848," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process _Who is our Customer? (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process_3P Overview (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process_3P Overview_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process_3P Wrap-up (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process_Collaborative Care (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process_Collecting Data (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process_Examples from Nature (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process_Gap Analysis (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process_Mockups (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process_Moonshining (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 3P Production Preparation Process (All Modules),Production Preparation Process_The 7 Flows of Healthcare (AGG)_Library,3P Production Preparation Process (All Modules),Online Content,ONLINE,1,1,1274," In this course, which was filmed in front of a live audience, Mike Wroblewski a senior consultant for the Kaizen Institute, discusses 3P (Production Preparation Process) as it relates to the design of a new healthcare facility such as a hospital.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_5S Numbers Game (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,848," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_5S Overview (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_5S Overview_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_Action Guide (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_FedEx Office Conclusion - Closet (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_FedEx Office Conclusion - Desk (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_FedEx Office Sort & Red Tagging - Closet (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_FedEx Office Sort & Red Tagging - Desk (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_FedEx Office Straightening - Closet (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_FedEx Office Straightening - Desk (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_How to Approach 5S (and any other lean concept) (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_Red Tagging (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_Skill Matrix (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_Sort (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_Standardize (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_Straighten (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_Sustain (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_Sweep (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_The Letter Factory (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_Why Practice 5S at FedEx Office - Closet (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 5S Workplace Productivity (All Modules),5S_Why Practice 5S at FedEx Office - Desk (AGG)_Library,5S Workplace Productivity (All Modules),Online Content,ONLINE,1,1,," In the 5S Workplace Productivity course you’ll learn exactly what 5S is, where it originated, and why it’s about much more than cleaning. Most importantly, you’ll also learn how to create or enhance your own 5S program.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 8BR 8 Basic Requirements,Required_8 Basic Requirements Pre-Test (AGGIMX),8BR 8 Basic Requirements,Online Content,ONLINE,1,1,1310,,ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for 8BR 8 Basic Requirements,Requirement_8BR Written Test (IMX),8BR 8 Basic Requirements,Online Content,ONLINE,1,1,1310,,ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for A3 Thinking (All Modules),Problem Solving - A3_A3 Report Examples (AGG)_Library,A3 Thinking (All Modules),Online Content,ONLINE,1,1,663, Explore how A3 thinking can positively impact any organization in any industry. View real-world case studies and hear testimonials from leaders that have benefited from A3s.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for A3 Thinking (All Modules),Problem Solving - A3_A3 Thinking Overview (AGG)_Library,A3 Thinking (All Modules),Online Content,ONLINE,1,1,663, Explore how A3 thinking can positively impact any organization in any industry. View real-world case studies and hear testimonials from leaders that have benefited from A3s.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for A3 Thinking (All Modules),Problem Solving - A3_Chris Schrandt Interview (AGG)_Library,A3 Thinking (All Modules),Online Content,ONLINE,1,1,663, Explore how A3 thinking can positively impact any organization in any industry. View real-world case studies and hear testimonials from leaders that have benefited from A3s.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for A3 Thinking (All Modules),Problem Solving - A3_Chris Schrandt on A3 Thinking (AGG)_Library,A3 Thinking (All Modules),Online Content,ONLINE,1,1,663, Explore how A3 thinking can positively impact any organization in any industry. View real-world case studies and hear testimonials from leaders that have benefited from A3s.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for A3 Thinking (All Modules),Problem Solving - A3_Leveraging A3s During Strategic Planning (AGG)_Library,A3 Thinking (All Modules),Online Content,ONLINE,1,1,663, Explore how A3 thinking can positively impact any organization in any industry. View real-world case studies and hear testimonials from leaders that have benefited from A3s.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for A3 Thinking (All Modules),Problem Solving - A3_Practical A3 Tips and Advice (AGG)_Library,A3 Thinking (All Modules),Online Content,ONLINE,1,1,663, Explore how A3 thinking can positively impact any organization in any industry. View real-world case studies and hear testimonials from leaders that have benefited from A3s.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for A3 Thinking (All Modules),Problem Solving - A3_Revisiting the Big Problem at Treetop (AGG)_Library,A3 Thinking (All Modules),Online Content,ONLINE,1,1,663, Explore how A3 thinking can positively impact any organization in any industry. View real-world case studies and hear testimonials from leaders that have benefited from A3s.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for A3 Thinking (All Modules),Problem Solving - A3_The Proposal A3 (AGG)_Library,A3 Thinking (All Modules),Online Content,ONLINE,1,1,663, Explore how A3 thinking can positively impact any organization in any industry. View real-world case studies and hear testimonials from leaders that have benefited from A3s.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for A3 Thinking (All Modules),Problem Solving - A3_Using the A3 Report at Treetop (AGG)_Library,A3 Thinking (All Modules),Online Content,ONLINE,1,1,663, Explore how A3 thinking can positively impact any organization in any industry. View real-world case studies and hear testimonials from leaders that have benefited from A3s.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for A3 Thinking (All Modules),Problem Solving A-3_A3 Thinking_Library,A3 Thinking (All Modules),Online Content,ONLINE,1,1,663, Explore how A3 thinking can positively impact any organization in any industry. View real-world case studies and hear testimonials from leaders that have benefited from A3s.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for AC/DC Electrical Systems (Amatrol),Amatrol_Basic Electrical Circuits,AC/DC Electrical Systems (Amatrol),Online Content,ONLINE,1,1,1189,"AC/DC Electrical course teaches fundamentals of AC/DC electrical systems used for power and control in industrial, commercial, agricultural, and residential applications using Amatrol’s virtual training technology. Students learn industry-relevant skills included in subject areas such as Basic Electrical Circuits, Electrical measurement, Circuit Analysis, Inductance and Capacitance, Combination Circuits, and Transformers.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for AC/DC Electrical Systems (Amatrol),Amatrol_Circuit Analysis,AC/DC Electrical Systems (Amatrol),Online Content,ONLINE,1,1,1189,"AC/DC Electrical course teaches fundamentals of AC/DC electrical systems used for power and control in industrial, commercial, agricultural, and residential applications using Amatrol’s virtual training technology. Students learn industry-relevant skills included in subject areas such as Basic Electrical Circuits, Electrical measurement, Circuit Analysis, Inductance and Capacitance, Combination Circuits, and Transformers.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for AC/DC Electrical Systems (Amatrol),Amatrol_Combination Circuits,AC/DC Electrical Systems (Amatrol),Online Content,ONLINE,1,1,1189,"AC/DC Electrical course teaches fundamentals of AC/DC electrical systems used for power and control in industrial, commercial, agricultural, and residential applications using Amatrol’s virtual training technology. Students learn industry-relevant skills included in subject areas such as Basic Electrical Circuits, Electrical measurement, Circuit Analysis, Inductance and Capacitance, Combination Circuits, and Transformers.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for AC/DC Electrical Systems (Amatrol),Amatrol_Electrical Measurements,AC/DC Electrical Systems (Amatrol),Online Content,ONLINE,1,1,1189,"AC/DC Electrical course teaches fundamentals of AC/DC electrical systems used for power and control in industrial, commercial, agricultural, and residential applications using Amatrol’s virtual training technology. Students learn industry-relevant skills included in subject areas such as Basic Electrical Circuits, Electrical measurement, Circuit Analysis, Inductance and Capacitance, Combination Circuits, and Transformers.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for AC/DC Electrical Systems (Amatrol),Amatrol_Inductance and Capacitance,AC/DC Electrical Systems (Amatrol),Online Content,ONLINE,1,1,1189,"AC/DC Electrical course teaches fundamentals of AC/DC electrical systems used for power and control in industrial, commercial, agricultural, and residential applications using Amatrol’s virtual training technology. Students learn industry-relevant skills included in subject areas such as Basic Electrical Circuits, Electrical measurement, Circuit Analysis, Inductance and Capacitance, Combination Circuits, and Transformers.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for AC/DC Electrical Systems (Amatrol),Amatrol_Transformers,AC/DC Electrical Systems (Amatrol),Online Content,ONLINE,1,1,1189,"AC/DC Electrical course teaches fundamentals of AC/DC electrical systems used for power and control in industrial, commercial, agricultural, and residential applications using Amatrol’s virtual training technology. Students learn industry-relevant skills included in subject areas such as Basic Electrical Circuits, Electrical measurement, Circuit Analysis, Inductance and Capacitance, Combination Circuits, and Transformers.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),Built In Quality_Built In Quality_Library,Built In Quality (All Modules),Online Content,ONLINE,1,1,848," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),Quality_A3 and Wrap Up (AGG)_Library,Built In Quality (All Modules),Online Content,ONLINE,1,1,846," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),Quality_Andons (AGG)_Library,Built In Quality (All Modules),Online Content,ONLINE,1,1,846," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),Quality_Definition of Built in Quality (AGG)_Library,Built In Quality (All Modules),Online Content,ONLINE,1,1,846," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),Quality_Five Levels of Quality (AGG)_Library,Built In Quality (All Modules),Online Content,ONLINE,1,1,846," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),Quality_Introduction to Built in Quality (AGG)_Library,Built In Quality (All Modules),Online Content,ONLINE,1,1,846," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),Quality_Key Paradigms (AGG)_Library,Built In Quality (All Modules),Online Content,ONLINE,1,1,846," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),Quality_Organization and Poka Yoke (AGG)_Library,Built In Quality (All Modules),Online Content,ONLINE,1,1,846," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),"Quality_Prevention, Jidoka, Detection (AGG)_Library",Built In Quality (All Modules),Online Content,ONLINE,1,1,846," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),Quality_Problem Solving Fundamentals (AGG)_Library,Built In Quality (All Modules),Online Content,ONLINE,1,1,846," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Built In Quality (All Modules),Quality_Quality Gates (AGG)_Library,Built In Quality (All Modules),Online Content,ONLINE,1,1,846," In this course focused on Built in Quality (BIQ) Chris Schrandt - a former Quality Engineering Manager at the Toyota Georgetown, KY plant - delivers a live workshop to a room full of lean thinkers at the Peterbilt Manufacturing Facility.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
