Curriculum ID*,Section Name,Child LO ID,Curriculum Title*,Vendor/Provider*,Provider type*,Active,Default Language,Subject IDs*,Description,Owners*,Created/Modified By,Keywords,Available Languages,Availability to All Users,Availability to Specific Users,Availability to OU‡,Availability OU Type,Register Upon Approval,Pre-Approved,Includes Subordinates,Curriculum Player,Recurrence,Thumbnail,Exclude from Course Recommendations,Training Purpose,Points,Badge,Emails
,Test Section for Las 7 Herramientas de Control de Calidad (todos los módulos),Problem Solving - 7 Tools_Seven QC Tools Action Guide (AGG)_Library_SP,Las 7 Herramientas de Control de Calidad (todos los módulos),Online Content,ONLINE,1,1,1371,"Un punto clave para el éxito y correcto funcionamiento de las empresas es que exista control de calidad. El Dr. Kaoru Ishikawa definió lo que hoy llamamos las 7 herramientas de control de calidad, y en este curso presentamos a detalle cada una de ellas, les mostramos cómo implementarlas, sus beneficios y además compartimos ejemplos de su aplicación en diferentes tipos de industrias.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Las 7 Herramientas de Control de Calidad (todos los módulos),Problem Solving - 7 Tools_The Attribute Data MSA (AGG)_Library_SP,Las 7 Herramientas de Control de Calidad (todos los módulos),Online Content,ONLINE,1,1,1371,"Un punto clave para el éxito y correcto funcionamiento de las empresas es que exista control de calidad. El Dr. Kaoru Ishikawa definió lo que hoy llamamos las 7 herramientas de control de calidad, y en este curso presentamos a detalle cada una de ellas, les mostramos cómo implementarlas, sus beneficios y además compartimos ejemplos de su aplicación en diferentes tipos de industrias.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Las 7 Herramientas de Control de Calidad (todos los módulos),Problem Solving - 7 Tools_The Variable Data MSA (AGG)_Library_SP,Las 7 Herramientas de Control de Calidad (todos los módulos),Online Content,ONLINE,1,1,1371,"Un punto clave para el éxito y correcto funcionamiento de las empresas es que exista control de calidad. El Dr. Kaoru Ishikawa definió lo que hoy llamamos las 7 herramientas de control de calidad, y en este curso presentamos a detalle cada una de ellas, les mostramos cómo implementarlas, sus beneficios y además compartimos ejemplos de su aplicación en diferentes tipos de industrias.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Las 7 Herramientas de Control de Calidad (todos los módulos),Problem Solving - 7 Tools_Variable Data MSA Analysis in Sigma XL (AGG)_Library_SP,Las 7 Herramientas de Control de Calidad (todos los módulos),Online Content,ONLINE,1,1,1371,"Un punto clave para el éxito y correcto funcionamiento de las empresas es que exista control de calidad. El Dr. Kaoru Ishikawa definió lo que hoy llamamos las 7 herramientas de control de calidad, y en este curso presentamos a detalle cada una de ellas, les mostramos cómo implementarlas, sus beneficios y además compartimos ejemplos de su aplicación en diferentes tipos de industrias.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Leader Standard Work (All Modules),Standard Work-Leader_A Process Focus (AGG)_Library,Leader Standard Work (All Modules),Online Content,ONLINE,1,1,938," The concept of Leader Standard Work is not new yet many organizations struggle with it. During this live training seminar—shot at the Peterbilt Manufacturing Facility in Denton, Texas—Mike Wroblewski explains what Leader Standard Work is, how to successfully implement it, and most importantly how to maintain it with the powerful Kamishibai audit system. Please plan approximately 30 minutes of learning time for each module, including watching the video, taking the quiz, and reviewing supporting documents.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Leader Standard Work (All Modules),Standard Work-Leader_Coaching (AGG)_Library,Leader Standard Work (All Modules),Online Content,ONLINE,1,1,938," The concept of Leader Standard Work is not new yet many organizations struggle with it. During this live training seminar—shot at the Peterbilt Manufacturing Facility in Denton, Texas—Mike Wroblewski explains what Leader Standard Work is, how to successfully implement it, and most importantly how to maintain it with the powerful Kamishibai audit system. Please plan approximately 30 minutes of learning time for each module, including watching the video, taking the quiz, and reviewing supporting documents.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Leader Standard Work (All Modules),Standard Work-Leader_Creating Leader Standard Work (AGG)_Library,Leader Standard Work (All Modules),Online Content,ONLINE,1,1,938," The concept of Leader Standard Work is not new yet many organizations struggle with it. During this live training seminar—shot at the Peterbilt Manufacturing Facility in Denton, Texas—Mike Wroblewski explains what Leader Standard Work is, how to successfully implement it, and most importantly how to maintain it with the powerful Kamishibai audit system. Please plan approximately 30 minutes of learning time for each module, including watching the video, taking the quiz, and reviewing supporting documents.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Leader Standard Work (All Modules),Standard Work-Leader_Daily Accountability & Discipline (AGG)_Library,Leader Standard Work (All Modules),Online Content,ONLINE,1,1,938," The concept of Leader Standard Work is not new yet many organizations struggle with it. During this live training seminar—shot at the Peterbilt Manufacturing Facility in Denton, Texas—Mike Wroblewski explains what Leader Standard Work is, how to successfully implement it, and most importantly how to maintain it with the powerful Kamishibai audit system. Please plan approximately 30 minutes of learning time for each module, including watching the video, taking the quiz, and reviewing supporting documents.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Leader Standard Work (All Modules),Standard Work-Leader_Introduction (AGG)_Library,Leader Standard Work (All Modules),Online Content,ONLINE,1,1,938," The concept of Leader Standard Work is not new yet many organizations struggle with it. During this live training seminar—shot at the Peterbilt Manufacturing Facility in Denton, Texas—Mike Wroblewski explains what Leader Standard Work is, how to successfully implement it, and most importantly how to maintain it with the powerful Kamishibai audit system. Please plan approximately 30 minutes of learning time for each module, including watching the video, taking the quiz, and reviewing supporting documents.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Leader Standard Work (All Modules),Standard Work-Leader_Leader Standard Work Overview (AGG) _Library,Leader Standard Work (All Modules),Online Content,ONLINE,1,1,938," The concept of Leader Standard Work is not new yet many organizations struggle with it. During this live training seminar—shot at the Peterbilt Manufacturing Facility in Denton, Texas—Mike Wroblewski explains what Leader Standard Work is, how to successfully implement it, and most importantly how to maintain it with the powerful Kamishibai audit system. Please plan approximately 30 minutes of learning time for each module, including watching the video, taking the quiz, and reviewing supporting documents.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Leader Standard Work (All Modules),Standard Work-Leader_The Kamishibai Audit System (AGG)_Library,Leader Standard Work (All Modules),Online Content,ONLINE,1,1,938," The concept of Leader Standard Work is not new yet many organizations struggle with it. During this live training seminar—shot at the Peterbilt Manufacturing Facility in Denton, Texas—Mike Wroblewski explains what Leader Standard Work is, how to successfully implement it, and most importantly how to maintain it with the powerful Kamishibai audit system. Please plan approximately 30 minutes of learning time for each module, including watching the video, taking the quiz, and reviewing supporting documents.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Leader Standard Work (All Modules),Standard Work-Leader_Visual Controls (AGG)_Library,Leader Standard Work (All Modules),Online Content,ONLINE,1,1,938," The concept of Leader Standard Work is not new yet many organizations struggle with it. During this live training seminar—shot at the Peterbilt Manufacturing Facility in Denton, Texas—Mike Wroblewski explains what Leader Standard Work is, how to successfully implement it, and most importantly how to maintain it with the powerful Kamishibai audit system. Please plan approximately 30 minutes of learning time for each module, including watching the video, taking the quiz, and reviewing supporting documents.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_Accounting Basics (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_Capacity Management (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_Introduction to Lean Accounting (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_Inventory Management (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_Lean Accounting Resources (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_One Day Close (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_Performance Measures (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_Product Costs and Decisions (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_Target Costing (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_Value Stream Costing - Part 1 (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Accounting_Value Stream Costing - Part 2 (AGG)_Library,Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Accounting (All Modules),Lean Inventory Valuation (AGG),Lean Accounting (All Modules),Online Content,ONLINE,1,1,611, In this course we're introduced to lean accounting and the problems of traditional cost accounting.,82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for LEAN Introductory Topics (All Modules),Core Knowledge_Developing Strategies to Sustain Operational Excellence (AGG)_Library,LEAN Introductory Topics (All Modules),Online Content,ONLINE,1,1,1070," A general introduction to continuous improvement. Learn what lean is, why it matters, and how to lay the groundwork for a successful lean journey.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for LEAN Introductory Topics (All Modules),Core Knowledge_Introduction To Lean (AGG)_Library,LEAN Introductory Topics (All Modules),Online Content,ONLINE,1,1,1070," A general introduction to continuous improvement. Learn what lean is, why it matters, and how to lay the groundwork for a successful lean journey.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for LEAN Introductory Topics (All Modules),Core Knowledge_Introduction to Lean_Library,LEAN Introductory Topics (All Modules),Online Content,ONLINE,1,1,1070," A general introduction to continuous improvement. Learn what lean is, why it matters, and how to lay the groundwork for a successful lean journey.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for LEAN Introductory Topics (All Modules),Kaizen_Ten Commandments of Continuous Improvement (AGG)_Library,LEAN Introductory Topics (All Modules),Online Content,ONLINE,1,1,1070," A general introduction to continuous improvement. Learn what lean is, why it matters, and how to lay the groundwork for a successful lean journey.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for LEAN Introductory Topics (All Modules),Kaizen_Ten Commandments of Continuous Improvement_Library,LEAN Introductory Topics (All Modules),Online Content,ONLINE,1,1,1070," A general introduction to continuous improvement. Learn what lean is, why it matters, and how to lay the groundwork for a successful lean journey.",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),Core Knowledge_Lean Lingo Explained_Should We Use Japanese Terms? (AGG)_Library,Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),"Core Knowledge_Lean Lingo Explained_Toyota, Honda, and Mazda (AGG)_Library",Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),AGG_Lean Lingo Explained AGG (AGG)_Library,Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),Hansei_Lean Lingo Explained_Hansei (AGG)_Library,Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),Heijunka_Lean Lingo Explained_Heijunka (AGG)_Library,Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),Kaizen_Lean Lingo Explained: 01_Kaizen (AGG),Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),Kanban_Lean Lingo Explained_Kanban (AGG)_Library,Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),Lean Lingo Explained_Hoshin Kanri (AGG)_Library,Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),Muda_Lean Lingo Explained Muda (AGG)_Library,Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),Muda_Lean Lingo Explained Muri (AGG)_Library,Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),Quality_Lean Lingo Explained_Jidoka (AGG)_Library,Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lean Lingo Explained (All Modules),Quality_Lean Lingo Explained_Poka Yoke (AGG)_Library,Lean Lingo Explained (All Modules),Online Content,ONLINE,1,1,934," Brad Schmidt, Managing Partner of AGG Japan, explains the roots of several of the most popular lean terms. As you'll soon realize, Brad loves to talk, smile, and have fun. And the fact he speaks and writes Japanese definitely helps!",82678,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lockout Tagout (Authorized) Certification (AGGFS),Compliance_LOTO (Authorized) (OLSA),Lockout Tagout (Authorized) Certification (AGGFS),Online Content,ONLINE,1,1,1341,"For the safety of yourself and others, properly administer Lockout/Tagout procedures when servicing or performing maintenance on machinery (3-year Recertification) This training complies with OSHA standard 1910.147. Requires LOTO skills test with certified instructor (AGGFS).",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Lockout Tagout (Authorized) Certification (AGGFS),Tracking_Lockout Tagout (Authorized) Skills Test,Lockout Tagout (Authorized) Certification (AGGFS),Online Content,ONLINE,1,1,1341,"For the safety of yourself and others, properly administer Lockout/Tagout procedures when servicing or performing maintenance on machinery (3-year Recertification) This training complies with OSHA standard 1910.147. Requires LOTO skills test with certified instructor (AGGFS).",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda _Waste of Waiting (AGG)_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda_7 Wastes Overview (AGG)_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda_How to Draw a Spaghetti Diagram (AGG)_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda_Seven Deadly Wastes Action Guide (AGG)_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda_Seven Deadly Wastes Quiz_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda_Stand in the Circle (AGG)_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda_The 8th Waste (AGG)_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda_Waste of Defects (AGG)_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda_Waste of Inventory (AGG)_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda_Waste of Motion (AGG)_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
,Test Section for Los 7 Desperdicios De La Producción (todos los módulos),Muda_Waste of Overproduction (AGG)_Library_SP,Los 7 Desperdicios De La Producción (todos los módulos),Online Content,ONLINE,1,1,596,"Tal vez ya tenga conocimiento del significado de Los 7 Desperdicios pero nos gustaría preguntarle ¿sabe como eliminarlos?, nosotros les explicaremos como. Además a través de nuestras cámaras les mostraremos nuestro recorrido identificando y combatiendo cada uno de los desperdicios en Ram Technologies una empresa de espuma pre-cortada localizada en Mukilteo, Washington.",ReportingAdmin,User performing the load,,,,,,,FALSE,FALSE,FALSE,Curriculum Player,0,Portal Default Thumbnail,FALSE,,,,No Email
