OU ID*,OU Name*,Active,Allow Reconciliation,Parent ID,Owner ID,Description,Req- Person ID Number,Critical Position,Plan Owner OU ID
IMX000182,Operador de Pintura,1,0,,DefaultAdmin,,,,
IMX000183,Operador de Pipe (Rework),1,0,,DefaultAdmin,,,,
IMX000184,Operador de Platinado,1,0,,DefaultAdmin,,,,
IMX000185,Operador de Refacciones,1,0,,DefaultAdmin,,,,
IMX000186,Operador de Registro,1,0,,DefaultAdmin,,,,
IMX000187,Operador de Tacoma Transfer,1,0,,DefaultAdmin,,,,
IMX000188,Operador de TPS,1,0,,DefaultAdmin,,,,
IMX000189,Operador de Vacuum forming,1,0,,DefaultAdmin,,,,
IMX000190,Operador Líder de Administración de la producción,1,0,,DefaultAdmin,,,,
IMX000191,Operador Líder de Calidad,1,0,,DefaultAdmin,,,,
IMX000192,Operador Líder de Costura,1,0,,DefaultAdmin,This Job is for Operador Líder de Costura Users only,,,
IMX000193,Operador Líder de Engrapado,1,0,,DefaultAdmin,,,,
IMX000194,Operador Líder de Ensamble,1,0,,DefaultAdmin,,,,
IMX000195,Operador Líder de Filler Pipe,1,0,,DefaultAdmin,,,,
IMX000196,Operador Líder de Inyección,1,0,,DefaultAdmin,,,,
IMX000197,Operador Líder de Mantenimiento y Mejora,1,0,,DefaultAdmin,,,,
IMX000198,Operador Líder de Pintura,1,0,,DefaultAdmin,,,,
IMX000199,Operador Líder de Pipe (Rework),1,0,,DefaultAdmin,,,,
IMX000200,Operador Líder de Platinado,1,0,,DefaultAdmin,,,,
IMX000201,Operador Líder de Registro,1,0,,DefaultAdmin,,,,
IMX000202,Operador Líder de TPS,1,0,,DefaultAdmin,,,,
IMX000203,Operador Líder de Vacuum forming,1,0,,DefaultAdmin,,,,
IMX000204,Reclutador,1,0,,DefaultAdmin,,,,
IMX000205,Residente de Control de Calidad,1,0,,DefaultAdmin,,,,
IMX000206,Supervisor de Administración de la Producción,1,0,,DefaultAdmin,,,,
IMX000207,Supervisor de Costura,1,0,,DefaultAdmin,,,,
IMX000208,Supervisor de Engrapado,1,0,,DefaultAdmin,,,,
IMX000209,Supervisor de Ensamble,1,0,,DefaultAdmin,,,,
IMX000210,Supervisor de Filler pipe,1,0,,DefaultAdmin,,,,
IMX000211,Supervisor de Inyección,1,0,,DefaultAdmin,,,,
IMX000212,Supervisor de Pintura,1,0,,DefaultAdmin,,,,
IMX000213,Supervisor de Platinado,1,0,,DefaultAdmin,,,,
IMX000214,Supervisor de Registro,1,0,,DefaultAdmin,,,,
IMX000215,Supervisor de Tacoma Transfer,1,0,,DefaultAdmin,,,,
IMX000216,Supervisor de Vacuum forming,1,0,,DefaultAdmin,,,,
IMX000217,Team líder de capacitación,1,0,,DefaultAdmin,,,,
IMX000218,Team Líder de Embarques,1,0,,DefaultAdmin,,,,
IMX000219,Tecnico de calidad,1,0,,DefaultAdmin,,,,
IMX000220,Técnico de Calidad,1,0,,DefaultAdmin,,,,
IMX000221,Tecnico de EHS,1,0,,DefaultAdmin,,,,
IMX000222,Técnico de Engrapado,1,0,,DefaultAdmin,,,,
IMX000223,Técnico de Herramientas,1,0,,DefaultAdmin,,,,
IMX000224,Técnico de Inyección,1,0,,DefaultAdmin,,,,
IMX000225,Técnico de Mantenimiento,1,0,,DefaultAdmin,,,,
IMX000226,Técnico de Mantenimiento Costura,1,0,,DefaultAdmin,,,,
IMX000227,Técnico de Mantenimiento de Costura,1,0,,DefaultAdmin,,,,
IMX000229,Técnico de Máquinas y Herramientas (Tooling),1,0,,DefaultAdmin,,,,
IMX000230,Técnico de Pintura,1,0,,DefaultAdmin,,,,
IMX000231,Tecnico de procesos,1,0,,DefaultAdmin,,,,
IMX000232,Técnico de Procesos de inyección,1,0,,DefaultAdmin,,,,
IMX000233,Técnico de registro,1,0,,DefaultAdmin,,,,
IMX000234,Técnico de Tecnologías de la información,1,0,,DefaultAdmin,,,,
IMX000235,Técnico de TPS,1,0,,DefaultAdmin,,,,
IMX000236,Técnico en Ingenieria Equipamiento Y Mantenimiento,1,0,,DefaultAdmin,,,,
IMX000237,Técnico senior de Inyección,1,0,,DefaultAdmin,,,,
IMX000238,Tesorero,1,0,,DefaultAdmin,,,,
IMX000239,Tranductor Ingles Japones,1,0,,DefaultAdmin,,,,
IMX000240,Tugger Leader/ Prod Planner de Administración de la producción,1,0,,DefaultAdmin,,,,
IMX000241,Asistente de Sistema,1,0,,DefaultAdmin,This Job is for Asistente de Sistema Users only,,,
IMX000242,Gerente de Pintura,1,0,,DefaultAdmin,This Job is for Gerente de Pintura Users only,,,
IMX000243,Gerente de Platinado,1,0,,DefaultAdmin,,,,
IMX000244,Gerente de TPS,1,0,,DefaultAdmin,This Job is for Gerente de TPS Users only,,,
IMX000245,Ingeniero Senior de Platinado,1,0,,DefaultAdmin,This Job is for Ingeniero Senior de Platinado Users only,,,
IMX000246,Ingeniero Senior de Procesos de Pintura,1,0,,DefaultAdmin,This Job is for Ingeniero Senior de Procesos de Pintura Users only,,,
IMX000247,Ingeniero Senior de Proyectos,1,0,,DefaultAdmin,This Job is for Ingeniero Senior de Proyectos Users only,,,
IMX000248,Líder de Administración de la Producción,1,0,,DefaultAdmin,This Job is for Líder de Administración de la Producción Users only,,,
IMX000249,Líder de Platinado,1,0,,DefaultAdmin,This Job is for Líder de Platinado Users only,,,
IMX000250,Técnico de Mantenimiento de Pintura,1,0,,DefaultAdmin,This Job is for Técnico de Mantenimiento de Pintura Users only,,,
IMX000251,Líder de vacuum forming,1,0,,DefaultAdmin,This Job is for Líder de vacuum forming Users only,,,
IMX000252,Operador de 2S1F,1,0,,DefaultAdmin,This Job is for Operador de 2S1F Users only,,,
IMX000253,Técnico de EHS,1,0,,DefaultAdmin,This Job is for Técnico de EHS Users only,,,
IMX000254,Técnico de procesos,1,0,,DefaultAdmin,This Job is for Técnico de procesos Users only,,,
IMX000261,Asistente de Reclutamiento,1,0,,DefaultAdmin,This Job is for Asistente de Reclutamiento Users only,,,
IMX000262,Contador Ciclico,1,0,,DefaultAdmin,This Job is for Contador Ciclico Users only,,,
IMX000263,Asistente de Administración de la Prducción,1,0,,DefaultAdmin,This Job is for Asistente de Administración de la Prducción Users only,,,
IMX000267,Gerente Asistente de Administración de la Producción,1,0,,DefaultAdmin,This Job is for Gerente Asistente de Administración de la Producción Users only,,,
IMX000268,Operador de Inyeccion,1,0,,DefaultAdmin,This Job is for Operador de Inyeccion Users only,,,
IMX000270,Asistente de Administración de la Producción,1,0,,DefaultAdmin,This Job is for Asistente de Administración de la Producción Users only,,,
IMX000271,Supervisor de Recursos Humanos,1,0,,DefaultAdmin,This Job is for Supervisor de Recursos Humanos Users only,,,
IMX000274,Ingeniero de Procesos de PA,1,0,,DefaultAdmin,This Job is for Ingeniero de Procesos de PA Users only,,,
IMX000295,Operación de inyeccion,1,0,,DefaultAdmin,This Job is for Operación de inyeccion Users only,,,
IMX000297,Gerente General Asistente de Calidad & PPCC,1,0,,DefaultAdmin,This Job is for Gerente General Asistente de Calidad & PPCC Users only,,,
IMX000298,Gerente General Asistente de Finanzas y Recursos Humanos,1,0,,DefaultAdmin,This Job is for Gerente General Asistente de Finanzas y Recursos Humanos Users only,,,
IMX000299,Gerente General Asistente de Producción,1,0,,DefaultAdmin,This Job is for Gerente General Asistente de Producción Users only,,,
IMX000300,Gerente General Asistente de TPS e ingenieria,1,0,,DefaultAdmin,This Job is for Gerente General Asistente de TPS e ingenieria Users only,,,
IMX000302,Supervisor de Costura y Engrapado,1,0,,DefaultAdmin,This Job is for Supervisor de Costura y Engrapado Users only,,,
IMX000303,Técnico de Filler Pipe,1,0,,DefaultAdmin,This Job is for Técnico de Filler Pipe Users only,,,
IMX000304,Asesor Senior de Mantenimiento y Herramientas,1,0,,DefaultAdmin,This Job is for Asesor Senior de Mantenimiento y Herramientas Users only,,,
IMX000306,Asistente de capacitación,1,0,,DefaultAdmin,This Job is for Asistente de capacitación Users only,,,
IMX000307,Assistente de Clima Laboral,1,0,,DefaultAdmin,This Job is for Assistente de Clima Laboral Users only,,,
IMX000308,Especialista de Clima Laboral,1,0,,DefaultAdmin,This Job is for Especialista de Clima Laboral Users only,,,
IMX000309,Especialista de Control de Producción,1,0,,DefaultAdmin,This Job is for Especialista de Control de Producción Users only,,,
IMX000310,Gerente Asistente de IMS,1,0,,DefaultAdmin,This Job is for Gerente Asistente de IMS Users only,,,
IMX000311,Gerente de Inyección,1,0,,DefaultAdmin,This Job is for Gerente de Inyección Users only,,,
IMX000312,Ingeniero de IMS,1,0,,DefaultAdmin,This Job is for Ingeniero de IMS Users only,,,
IMX000313,Ingeniero de Mantenimiento de Pintura,1,0,,DefaultAdmin,This Job is for Ingeniero de Mantenimiento de Pintura Users only,,,
IMX000314,Ingeniero de Tecnologías de la información,1,0,,DefaultAdmin,This Job is for Ingeniero de Tecnologías de la información Users only,,,
IMX000315,Ingeniero de TPS,1,0,,DefaultAdmin,This Job is for Ingeniero de TPS Users only,,,
IMX000316,Ingeniero Senior de Máquinas y Herramientas (Tooling),1,0,,DefaultAdmin,This Job is for Ingeniero Senior de Máquinas y Herramientas (Tooling) Users only,,,
IMX000317,Líder de Filler Pipe,1,0,,DefaultAdmin,This Job is for Líder de Filler Pipe Users only,,,
IMX000318,Líder de Kaizen,1,0,,DefaultAdmin,This Job is for Líder de Kaizen Users only,,,
IMX000319,Líder de Máquinas y Herramientas (Tooling),1,0,,DefaultAdmin,This Job is for Líder de Máquinas y Herramientas (Tooling) Users only,,,
IMX000320,Líder de Tacoma,1,0,,DefaultAdmin,This Job is for Líder de Tacoma Users only,,,
IMX000321,Supervisor de Contabilidad,1,0,,DefaultAdmin,This Job is for Supervisor de Contabilidad Users only,,,
IMX000322,Supervisor de Ingeniero de Mantenimiento,1,0,,DefaultAdmin,This Job is for Supervisor de Ingeniero de Mantenimiento Users only,,,
IMX000323,Supervisor de Ingeniero de Platinado,1,0,,DefaultAdmin,This Job is for Supervisor de Ingeniero de Platinado Users only,,,
IMX000324,Supervisor de Máquinas y Herramientas (Tooling),1,0,,DefaultAdmin,This Job is for Supervisor de Máquinas y Herramientas (Tooling) Users only,,,
IMX000325,Supervisor de Procesos de inyección,1,0,,DefaultAdmin,This Job is for Supervisor de Procesos de inyección Users only,,,
IMX000326,Supervisor de Procesos Ensamble,1,0,,DefaultAdmin,This Job is for Supervisor de Procesos Ensamble Users only,,,
IMX000327,Supervisor De Procesos Inyección,1,0,,DefaultAdmin,This Job is for Supervisor De Procesos Inyección Users only,,,
IMX000328,Supervisor de Proyectos,1,0,,DefaultAdmin,This Job is for Supervisor de Proyectos Users only,,,
IMX000329,Supervisor de Sistema de Produccion Toyota (TPS),1,0,,DefaultAdmin,This Job is for Supervisor de Sistema de Produccion Toyota (TPS) Users only,,,
IMX000330,Supervisor Senior de Ensamble,1,0,,DefaultAdmin,This Job is for Supervisor Senior de Ensamble Users only,,,
IMX000331,Técnico de Equipamiento de Inyección,1,0,,DefaultAdmin,This Job is for Técnico de Equipamiento de Inyección Users only,,,
IMX000332,Técnico de Maquinas y herramientas,1,0,,DefaultAdmin,This Job is for Técnico de Maquinas y herramientas Users only,,,
IMX000333,AGM de Produccion,1,0,,DefaultAdmin,This Job is for AGM de Produccion Users only,,,
IMX000334,Operador de IMS,1,0,,DefaultAdmin,This Job is for Operador de IMS Users only,,,
IMX000335,Supervisor de Calidad,1,0,,DefaultAdmin,This Job is for Supervisor de Calidad Users only,,,
IMX000336,Supervisor de Mantenimiento,1,0,,DefaultAdmin,This Job is for Supervisor de Mantenimiento Users only,,,
IMX000338,Ingeniero de empaque,1,0,,DefaultAdmin,This Job is for Ingeniero de empaque Users only,,,
IMX000339,Operador dn Pintura,1,0,,DefaultAdmin,This Job is for Operador dn Pintura Users only,,,
IMX000340,Operador do Pintura,1,0,,DefaultAdmin,This Job is for Operador do Pintura Users only,,,
IMX000341,Operador dt Calidad,1,0,,DefaultAdmin,This Job is for Operador dt Calidad Users only,,,
IMX000342,Asistente de Contabilidad,1,0,,DefaultAdmin,This Job is for Asistente de Contabilidad Users only,,,
IMX000343,Técnico de Mantenimiento de Inyección,1,0,,DefaultAdmin,This Job is for Técnico de Mantenimiento de Inyección Users only,,,
IMX000348,Gerente General Asistente de Produccion,1,0,,DefaultAdmin,This Job is for Gerente General Asistente de Produccion Users only,,,
IMX000349,Asistente de Clima Laboral,1,0,,DefaultAdmin,This Job is for Asistente de Clima Laboral Users only,,,
IMX000350,Técnico de Mantenimiento de platinado,1,0,,DefaultAdmin,This Job is for Técnico de Mantenimiento de platinado Users only,,,
IMX000351,Técnico de manufactura de inyección,1,0,,DefaultAdmin,This Job is for Técnico de manufactura de inyección Users only,,,
IMX000354,Técnico de análisis químico,1,0,,DefaultAdmin,This Job is for Técnico de análisis químico Users only,,,
IMX000355,Operador de Pintura,1,0,,DefaultAdmin,This Job is for Operador de Pintura Users only,,,
IMX000356,Operador de Vacuum forming,1,0,,DefaultAdmin,This Job is for Operador de Vacuum forming Users only,,,
IMX000387,Supervisor Senior de Administración de la Producción,1,0,,DefaultAdmin,This Job is for Supervisor Senior de Administración de la Producción Users only,,,
IMX000390,Especialista de entrenamiento,1,0,,DefaultAdmin,This Job is for Especialista de entrenamiento Users only,,,
IMX000396,Operador de Pintura Mantenimiento,1,0,,DefaultAdmin,This Job is for Operador de Pintura Mantenimiento Users only,,,
IMX000397,Asistente de entrenamiento,1,0,,DefaultAdmin,This Job is for Asistente de entrenamiento Users only,,,
IMX000398,Líder Junio de Recibo,1,0,,DefaultAdmin,This Job is for Líder Junio de Recibo Users only,,,
IMX000399,Líder Junior de Administración de la Producción,1,0,,DefaultAdmin,This Job is for Líder Junior de Administración de la Producción Users only,,,
IMX000400,Líder Junior de Costura,1,0,,DefaultAdmin,This Job is for Líder Junior de Costura Users only,,,
IMX000401,Líder Junior de Embarques,1,0,,DefaultAdmin,This Job is for Líder Junior de Embarques Users only,,,
IMX000402,Líder Junior de Engrapado,1,0,,DefaultAdmin,This Job is for Líder Junior de Engrapado Users only,,,
IMX000403,Líder Junior de Ensamble,1,0,,DefaultAdmin,This Job is for Líder Junior de Ensamble Users only,,,
IMX000404,Líder Junior de Filler Pipe,1,0,,DefaultAdmin,This Job is for Líder Junior de Filler Pipe Users only,,,
IMX000405,Líder junior de inyección,1,0,,DefaultAdmin,This Job is for Líder junior de inyección Users only,,,
IMX000406,Líder Junior de Kaizen,1,0,,DefaultAdmin,This Job is for Líder Junior de Kaizen Users only,,,
IMX000407,Líder Junior de Pintura,1,0,,DefaultAdmin,This Job is for Líder Junior de Pintura Users only,,,
IMX000408,Líder Junior de Platinado,1,0,,DefaultAdmin,This Job is for Líder Junior de Platinado Users only,,,
IMX000409,Líder Junior de Registro,1,0,,DefaultAdmin,This Job is for Líder Junior de Registro Users only,,,
IMX000410,Líder Junior de Tacoma Transfer,1,0,,DefaultAdmin,This Job is for Líder Junior de Tacoma Transfer Users only,,,
IMX000411,Líder Junior de vacuum forming,1,0,,DefaultAdmin,This Job is for Líder Junior de vacuum forming Users only,,,
IMX000412,Líder Senior de Máquinas y Herramientas (Tooling),1,0,,DefaultAdmin,This Job is for Líder Senior de Máquinas y Herramientas (Tooling) Users only,,,
IMX000413,Asesor de Procesos Ensamble,1,0,,DefaultAdmin,This Job is for Asesor de Procesos Ensamble Users only,,,
IMX000414,Asistente de IMS,1,0,,DefaultAdmin,This Job is for Asistente de IMS Users only,,,
IMX000415,Gerente de IMS,1,0,,DefaultAdmin,This Job is for Gerente de IMS Users only,,,
IMX000416,Gerente de Mantenimiento,1,0,,DefaultAdmin,This Job is for Gerente de Mantenimiento Users only,,,
IMX000417,Gerente General Asistente de TPS Ingenieria y PA,1,0,,DefaultAdmin,This Job is for Gerente General Asistente de TPS Ingenieria y PA Users only,,,
IMX000418,Ingeniero Senior de Mantenimiento,1,0,,DefaultAdmin,This Job is for Ingeniero Senior de Mantenimiento Users only,,,
IMX000419,Ingeniero Senior de Procesos Filler pipe,1,0,,DefaultAdmin,This Job is for Ingeniero Senior de Procesos Filler pipe Users only,,,
IMX000420,Ingeniero Senior de procesos Pintura,1,0,,DefaultAdmin,This Job is for Ingeniero Senior de procesos Pintura Users only,,,
IMX000421,Ingeniero Senior de TPS,1,0,,DefaultAdmin,This Job is for Ingeniero Senior de TPS Users only,,,
IMX000422,Líder de Embarques,1,0,,DefaultAdmin,This Job is for Líder de Embarques Users only,,,
IMX000423,Líder de Tacoma Transfer,1,0,,DefaultAdmin,This Job is for Líder de Tacoma Transfer Users only,,,
IMX000424,Líder de vacuum forming,1,0,,DefaultAdmin,This Job is for Líder de vacuum forming Users only,,,
IMX000425,Líder Junior de Recibo,1,0,,DefaultAdmin,This Job is for Líder Junior de Recibo Users only,,,
IMX000426,Supervisor Senior de Procesos de inyección,1,0,,DefaultAdmin,This Job is for Supervisor Senior de Procesos de inyección Users only,,,
IMX000427,Supervisor Senior de Producción,1,0,,DefaultAdmin,This Job is for Supervisor Senior de Producción Users only,,,
IMX000428,Supervisor Senior de Registro y Filler Pipe,1,0,,DefaultAdmin,This Job is for Supervisor Senior de Registro y Filler Pipe Users only,,,
IMX000429,Supervisor Senior de Vacuum forming y Ensamble,1,0,,DefaultAdmin,This Job is for Supervisor Senior de Vacuum forming y Ensamble Users only,,,
IMX000430,Especialista Ambiental,1,0,,DefaultAdmin,This Job is for Especialista Ambiental Users only,,,
IMX000431,Traductor,1,0,,DefaultAdmin,This Job is for Traductor Users only,,,
IMX000558,Ingeniero de Procesos,1,0,,DefaultAdmin,This Job is for Ingeniero de Procesos Users only,,,
IMX000560,Asistente de Import/Export,1,0,,DefaultAdmin,This Job is for Asistente de Import/Export Users only,,,
IMX000561,Ingeniero Senior de Procesos de PA,1,0,,DefaultAdmin,This Job is for Ingeniero Senior de Procesos de PA Users only,,,
IMX000565,Montador de moldes,1,0,,DefaultAdmin,This Job is for Montador de moldes Users only,,,
IMX000568,Operador de Recursos Humanos,1,0,,DefaultAdmin,This Job is for Operador de Recursos Humanos Users only,,,
IMX000569,Técnico de Platinado,1,0,,DefaultAdmin,This Job is for Técnico de Platinado Users only,,,
IMX000571,Operador de Ensamble Retrabajo,1,0,,DefaultAdmin,This Job is for Operador de Ensamble Retrabajo Users only,,,
IMX000583,Asistente de Importaciones y Exportaciones,1,0,,DefaultAdmin,This Job is for Asistente de Importaciones y Exportaciones Users only,,,
IMX000584,Operador de Tecnologías de la Información,1,0,,DefaultAdmin,This Job is for Operador de Tecnologías de la Información Users only,,,
IMX000586,Supervisor de Control de Producción,1,0,,DefaultAdmin,This Job is for Supervisor de Control de Producción Users only,,,
IMX000587,Técnico de procesos de Administracion de la producción,1,0,,DefaultAdmin,This Job is for Técnico de procesos de Administracion de la producción Users only,,,
IMX000709,Especialista de Compras,1,0,,DefaultAdmin,This Job is for Especialista de Compras Users only,,,
IMX000734,Gerente Asistente de Proyectos,1,0,,DefaultAdmin,This Job is for Gerente Asistente de Proyectos Users only,,,
IMX000847,Asistente de Recursos Humanos,1,0,,DefaultAdmin,This Job is for Asistente de Recursos Humanos Users only,,,
IMX000849,Especialista de Certificaciones Logisticas,1,0,,DefaultAdmin,This Job is for Especialista de Certificaciones Logisticas Users only,,,
IMX000850,Líder Junior de Calidad,1,0,,DefaultAdmin,This Job is for Líder Junior de Calidad Users only,,,
IMX000851,Asistente de producción,1,0,,DefaultAdmin,This Job is for Asistente de producción Users only,,,
IMX000852,Gerente Asistente de Ensamble,1,0,,DefaultAdmin,This Job is for Gerente Asistente de Ensamble Users only,,,
IMX000853,Gerente Asistente de Ingenieria de Equipo,1,0,,DefaultAdmin,This Job is for Gerente Asistente de Ingenieria de Equipo Users only,,,
IMX000854,Gerente Asistente de Procesos de Inyección,1,0,,DefaultAdmin,This Job is for Gerente Asistente de Procesos de Inyección Users only,,,
IMX000855,Ingeniero de Mantenimiento de Costura,1,0,,DefaultAdmin,This Job is for Ingeniero de Mantenimiento de Costura Users only,,,
IMX000856,Ingeniero Senior de Procesos de Inyección,1,0,,DefaultAdmin,This Job is for Ingeniero Senior de Procesos de Inyección Users only,,,
IMX000857,Líder Senior de Engrapado,1,0,,DefaultAdmin,This Job is for Líder Senior de Engrapado Users only,,,
IMX000858,Líder Senior de Filler Pipe,1,0,,DefaultAdmin,This Job is for Líder Senior de Filler Pipe Users only,,,
IMX000859,Líder Senior de Pintura,1,0,,DefaultAdmin,This Job is for Líder Senior de Pintura Users only,,,
IMX000860,Líder Senior de vacuum forming,1,0,,DefaultAdmin,This Job is for Líder Senior de vacuum forming Users only,,,
IMX000861,Supervisor de Ingenieria de Equipo,1,0,,DefaultAdmin,This Job is for Supervisor de Ingenieria de Equipo Users only,,,
IMX000862,Supervisor de Tacoma Interior,1,0,,DefaultAdmin,This Job is for Supervisor de Tacoma Interior Users only,,,
IMX000863,Supervisor Senior de Pintura,1,0,,DefaultAdmin,This Job is for Supervisor Senior de Pintura Users only,,,
IMX000866,Técnico Residente de Calidad,1,0,,DefaultAdmin,This Job is for Técnico Residente de Calidad Users only,,,
IMX000868,Técnico de Proyectos,1,0,,DefaultAdmin,This Job is for Técnico de Proyectos Users only,,,
IMX000970,Ingeniero de Ensamble,1,0,,DefaultAdmin,This Job is for Ingeniero de Ensamble Users only,,,
IMX000972,Gerente de Proyectos de AGGNA,1,0,,DefaultAdmin,This Job is for Gerente de Proyectos de AGGNA Users only,,,
IMX000973,Líder Junior de Vacuum,1,0,,DefaultAdmin,This Job is for Líder Junior de Vacuum Users only,,,
IMX000974,Operador de Tacoma Exterior,1,0,,DefaultAdmin,This Job is for Operador de Tacoma Exterior Users only,,,
IMX000975,Operador de Tacoma Interior,1,0,,DefaultAdmin,This Job is for Operador de Tacoma Interior Users only,,,
IMX000976,Operador Líder de Tacoma Exterior,1,0,,DefaultAdmin,This Job is for Operador Líder de Tacoma Exterior Users only,,,
IMX000977,Supervisor de TPS,1,0,,DefaultAdmin,This Job is for Supervisor de TPS Users only,,,
IMX001064,Contador de impuestos senior,1,0,,DefaultAdmin,This Job is for Contador de impuestos senior Users only,,,
IMX001065,Operador de Contabilidad,1,0,,DefaultAdmin,This Job is for Operador de Contabilidad Users only,,,
IMX001066,Técnico de empaque,1,0,,DefaultAdmin,This Job is for Técnico de empaque Users only,,,
IMX001068,Técnico de Procesos de Ensamble,1,0,,DefaultAdmin,This Job is for Técnico de Procesos de Ensamble Users only,,,
IMX001069,Especialista Senior de Planeación de materiales,1,0,,DefaultAdmin,This Job is for Especialista Senior de Planeación de materiales Users only,,,
KY550000,"Specialist, Accounting",1,0,,DefaultAdmin,"This Job is for Specialist, Accounting Users only",,,
KY550002,Administrative Asst,1,0,,DefaultAdmin,This Job is for Administrative Asst Users only,,,
KY550004,"General Manager, Assistant",1,0,,DefaultAdmin,"This Job is for General Manager, Assistant Users only",,,
KY550005,"Manager, Assistant, Production",1,0,,DefaultAdmin,"This Job is for Manager, Assistant, Production Users only",,,
KY550007,Coordinator,1,0,,DefaultAdmin,This Job is for Coordinator Users only,,,
KY550008,"Specialist, Cost Accountant",1,0,,DefaultAdmin,"This Job is for Specialist, Cost Accountant Users only",,,
KY550010,DDC Administrator,1,0,,DefaultAdmin,This Job is for DDC Administrator Users only,,,
KY550012,"Engineer I, Technical",1,0,,DefaultAdmin,"This Job is for Engineer I, Technical Users only",,,
KY550013,"Engineer III, Technical",1,0,,DefaultAdmin,"This Job is for Engineer III, Technical Users only",,,
KY550014,"Engineer I, Quality",1,0,,DefaultAdmin,"This Job is for Engineer I, Quality Users only",,,
KY550015,Engineer - QC,1,0,,DefaultAdmin,This Job is for Engineer - QC Users only,,,
KY550016,Engineering Tech I,1,0,,DefaultAdmin,This Job is for Engineering Tech I Users only,,,
KY550019,"Engineer I, Production",1,0,,DefaultAdmin,"This Job is for Engineer I, Production Users only",,,
KY550020,"Engineer I, QRE Canada",1,0,,DefaultAdmin,"This Job is for Engineer I, QRE Canada Users only",,,
KY550021,"Engineer I, QRE Indiana",1,0,,DefaultAdmin,"This Job is for Engineer I, QRE Indiana Users only",,,
KY550023,Environmental Specialist,1,0,,DefaultAdmin,This Job is for Environmental Specialist Users only,,,
KY550024,Maintenance Team Member I,1,0,,DefaultAdmin,This Job is for Maintenance Team Member I Users only,,,
KY550028,General Manager,1,0,,DefaultAdmin,This Job is for General Manager Users only,,,
KY550030,"Team Member, General Maintenan",1,0,,DefaultAdmin,"This Job is for Team Member, General Maintenan Users only",,,
KY550031,"Specialist, Human Resources",1,0,,DefaultAdmin,"This Job is for Specialist, Human Resources Users only",,,
KY550032,"Administrator, ERP",1,0,,DefaultAdmin,"This Job is for Administrator, ERP Users only",,,
KY550033,Kaizen,1,0,,DefaultAdmin,This Job is for Kaizen Users only,,,
KY550036,Administrator,1,0,,DefaultAdmin,This Job is for Administrator Users only,,,
KY550038,"Specialist, Manufacturing",1,0,,DefaultAdmin,"This Job is for Specialist, Manufacturing Users only",,,
KY550039,"Manager, Production",1,0,,DefaultAdmin,"This Job is for Manager, Production Users only",,,
KY550040,Maintenance Team Member II,1,0,,DefaultAdmin,This Job is for Maintenance Team Member II Users only,,,
KY550041,"Specialist, Occupational Healt",1,0,,DefaultAdmin,"This Job is for Specialist, Occupational Healt Users only",,,
KY550042,"Administrator, Packaging",1,0,,DefaultAdmin,"This Job is for Administrator, Packaging Users only",,,
KY550044,"Administrator, Planning",1,0,,DefaultAdmin,"This Job is for Administrator, Planning Users only",,,
KY550051,Purchasing Specialist,1,0,,DefaultAdmin,This Job is for Purchasing Specialist Users only,,,
KY550052,QA Technician,1,0,,DefaultAdmin,This Job is for QA Technician Users only,,,
KY550057,"Specialist, EHS",1,0,,DefaultAdmin,"This Job is for Specialist, EHS Users only",,,
KY550058,"Specialist III, IT",1,0,,DefaultAdmin,"This Job is for Specialist III, IT Users only",,,
KY550059,"Administrator III, Planning",1,0,,DefaultAdmin,"This Job is for Administrator III, Planning Users only",,,
KY550061,"Administrator, IT",1,0,,DefaultAdmin,"This Job is for Administrator, IT Users only",,,
KY550063,"Specialist, Staff Accountant",1,0,,DefaultAdmin,"This Job is for Specialist, Staff Accountant Users only",,,
KY550064,Supplier Quality Adm,1,0,,DefaultAdmin,This Job is for Supplier Quality Adm Users only,,,
KY550066,"Supervisor, Production",1,0,,DefaultAdmin,"This Job is for Supervisor, Production Users only",,,
KY550068,Supervisor - Maintenance,1,0,,DefaultAdmin,This Job is for Supervisor - Maintenance Users only,,,
KY550069,"Supervisor, Sr",1,0,,DefaultAdmin,"This Job is for Supervisor, Sr Users only",,,
KY550071,"Team Member, TL",1,0,,DefaultAdmin,"This Job is for Team Member, TL Users only",,,
KY550072,Team Member,1,0,,DefaultAdmin,This Job is for Team Member Users only,,,
KY550075,Technical Translator,1,0,,DefaultAdmin,This Job is for Technical Translator Users only,,,
KY550076,Vice President,1,0,,DefaultAdmin,This Job is for Vice President Users only,,,
KY550078,"Specialist, Quality",1,0,,DefaultAdmin,"This Job is for Specialist, Quality Users only",,,
KY550111,Data Entry Clerk,1,0,,DefaultAdmin,This Job is for Data Entry Clerk Users only,,,
KY550112,Finish Good Planner,1,0,,DefaultAdmin,This Job is for Finish Good Planner Users only,,,
KY550116,"Maintenance Team Member, Train",1,0,,DefaultAdmin,"This Job is for Maintenance Team Member, Train Users only",,,
KY550118,Maint - Equip - Facilities,1,0,,DefaultAdmin,This Job is for Maint - Equip - Facilities Users only,,,
KY550123,Temp Agency Belflex,1,0,,DefaultAdmin,This Job is for Temp Agency Belflex Users only,,,
KY550131,Warranty QE,1,0,,DefaultAdmin,This Job is for Warranty QE Users only,,,
KY550132,"Team Member, LO",1,0,,DefaultAdmin,"This Job is for Team Member, LO Users only",,,
