OU ID*,OU Name*,Active,Allow Reconciliation,Parent ID,Owner ID,Description,Req- Person ID Number,Critical Position,Plan Owner OU ID
FS330110,Machine Builder,1,0,,DefaultAdmin,This Job is for Machine Builder Users only,,,
FS330111,Sr Industrial Engineer,1,0,,DefaultAdmin,This Job is for Sr Industrial Engineer Users only,,,
FS330112,Test Technician III,1,0,,DefaultAdmin,This Job is for Test Technician III Users only,,,
FS330113,Program Manager,1,0,,DefaultAdmin,This Job is for Program Manager Users only,,,
FS330114,Sr Material Planner,1,0,,DefaultAdmin,This Job is for Sr Material Planner Users only,,,
FS330116,Quality Specialist,1,0,,DefaultAdmin,This Job is for Quality Specialist Users only,,,
FS330117,Plant Manager,1,0,,DefaultAdmin,This Job is for Plant Manager Users only,,,
FS330118,Electrical Engineer,1,0,,DefaultAdmin,This Job is for Electrical Engineer Users only,,,
FS330119,GM of Manufacturing,1,0,,DefaultAdmin,This Job is for GM of Manufacturing Users only,,,
FS330122,Operations Systems Analyst,1,0,,DefaultAdmin,This Job is for Operations Systems Analyst Users only,,,
FS330123,Master Trainer,1,0,,DefaultAdmin,This Job is for Master Trainer Users only,,,
FS330124,Receving Clerk,1,0,,DefaultAdmin,This Job is for Receving Clerk Users only,,,
FS330125,Industrial Engineer,1,0,,DefaultAdmin,This Job is for Industrial Engineer Users only,,,
FS330126,HR Assistant,1,0,,DefaultAdmin,This Job is for HR Assistant Users only,,,
FS330127,Shipping Clerk,1,0,,DefaultAdmin,This Job is for Shipping Clerk Users only,,,
FS330128,Sr. Manufacturing Engineer,1,0,,DefaultAdmin,This Job is for Sr. Manufacturing Engineer Users only,,,
FS330131,Lab Supervisor,1,0,,DefaultAdmin,This Job is for Lab Supervisor Users only,,,
FS330132,Product Eng,1,0,,DefaultAdmin,This Job is for Product Eng Users only,,,
FS330135,PPP Manager,1,0,,DefaultAdmin,This Job is for PPP Manager Users only,,,
FS330136,Service/Prototype Tech,1,0,,DefaultAdmin,This Job is for Service/Prototype Tech Users only,,,
FS330138,Quality Supervisor,1,0,,DefaultAdmin,This Job is for Quality Supervisor Users only,,,
FS330140,Asst GM of Engineering,1,0,,DefaultAdmin,This Job is for Asst GM of Engineering Users only,,,
FS330141,Asst GM of HR,1,0,,DefaultAdmin,This Job is for Asst GM of HR Users only,,,
FS330145,Sr. Controls Technician,1,0,,DefaultAdmin,This Job is for Sr. Controls Technician Users only,,,
FS330160,AGGFS Intern,1,0,,DefaultAdmin,This Job is for AGGFS Intern Users only,,,
FS330161,Skill Trades Supervisor,1,0,,DefaultAdmin,This Job is for Skill Trades Supervisor Users only,,,
FS330162,"Sr GM of Quality, Log, R&D, an",1,0,,DefaultAdmin,"This Job is for Sr GM of Quality, Log, R&D, an Users only",,,
FS330163,"Sr GM Finance, HR & Info Sys",1,0,,DefaultAdmin,"This Job is for Sr GM Finance, HR & Info Sys Users only",,,
FS330165,Packaging Engineer,1,0,,DefaultAdmin,This Job is for Packaging Engineer Users only,,,
FS330166,Indust Engineering Tech,1,0,,DefaultAdmin,This Job is for Indust Engineering Tech Users only,,,
FS330167,Extrusion Coordinator,1,0,,DefaultAdmin,This Job is for Extrusion Coordinator Users only,,,
FS330168,MRO Coordinator,1,0,,DefaultAdmin,This Job is for MRO Coordinator Users only,,,
FS330169,Assistant HR Manager,1,0,,DefaultAdmin,This Job is for Assistant HR Manager Users only,,,
FS330170,Org Development Specialist,1,0,,DefaultAdmin,This Job is for Org Development Specialist Users only,,,
FS330177,Lead Industrial Engineering Te,1,0,,DefaultAdmin,This Job is for Lead Industrial Engineering Te Users only,,,
FS330178,Maintenance Manager,1,0,,DefaultAdmin,This Job is for Maintenance Manager Users only,,,
FS330179,Maintenance Tech I,1,0,,DefaultAdmin,This Job is for Maintenance Tech I Users only,,,
FS330180,Maintenance Tech II,1,0,,DefaultAdmin,This Job is for Maintenance Tech II Users only,,,
FS330181,Maintenance Tech III,1,0,,DefaultAdmin,This Job is for Maintenance Tech III Users only,,,
FS330182,Maintenance Tech IV,1,0,,DefaultAdmin,This Job is for Maintenance Tech IV Users only,,,
FS330334,Skill Trades Manager,1,0,,DefaultAdmin,This Job is for Skill Trades Manager Users only,,,
FS330335,Training Supervisor,1,0,,DefaultAdmin,This Job is for Training Supervisor Users only,,,
FS330336,GM of PPP,1,0,,DefaultAdmin,This Job is for GM of PPP Users only,,,
FS330338,SGM of Treasury,1,0,,DefaultAdmin,This Job is for SGM of Treasury Users only,,,
FS330339,SR EHS Coordinator,1,0,,DefaultAdmin,This Job is for SR EHS Coordinator Users only,,,
FS330340,Sr. HR Manager,1,0,,DefaultAdmin,This Job is for Sr. HR Manager Users only,,,
FS330341,HR Generalist II/ Training Su,1,0,,DefaultAdmin,This Job is for HR Generalist II/ Training Su Users only,,,
FS330342,Sr. Engineering Technician,1,0,,DefaultAdmin,This Job is for Sr. Engineering Technician Users only,,,
FS330343,Lead Industirial Engineer,1,0,,DefaultAdmin,This Job is for Lead Industirial Engineer Users only,,,
FS330344,Sr Quality Eng,1,0,,DefaultAdmin,This Job is for Sr Quality Eng Users only,,,
FS330445,Training Specialist,1,0,,DefaultAdmin,This Job is for Training Specialist Users only,,,
FS33110,Lab Intern,1,0,,DefaultAdmin,This Job is for Lab Intern Users only,,,
FS331111,Quality Specialist I,1,0,,DefaultAdmin,This Job is for Quality Specialist I Users only,,,
FSAM1039,Asst Mgr I - Pay & Benefits,1,0,,DefaultAdmin,This Job is for Asst Mgr I - Pay & Benefits Users only,,,
FSE55130,Senior Advisor,1,0,,DefaultAdmin,This Job is for Senior Advisor Users only,,,
FSSG0026,SGM - Finance,1,0,,DefaultAdmin,This Job is for SGM - Finance Users only,,,
FSSM1029,Sr Mgr I - HR,1,0,,DefaultAdmin,This Job is for Sr Mgr I - HR Users only,,,
FSSP1029,Spec I - HR,1,0,,DefaultAdmin,This Job is for Spec I - HR Users only,,,
FSSP2015,Spec II - Cost Accting,1,0,,DefaultAdmin,This Job is for Spec II - Cost Accting Users only,,,
FSSP3002,Spec III - AP,1,0,,DefaultAdmin,This Job is for Spec III - AP Users only,,,
FSSP4055,Spec IV - Sys Analyst,1,0,,DefaultAdmin,This Job is for Spec IV - Sys Analyst Users only,,,
FSSS3021,Sr Spec III - EHS,1,0,,DefaultAdmin,This Job is for Sr Spec III - EHS Users only,,,
FSSS3024,Sr Spec III - Operations Syste,1,0,,DefaultAdmin,This Job is for Sr Spec III - Operations Syste Users only,,,
FSSU2076,Supervisor II - Training/HR,1,0,,DefaultAdmin,This Job is for Supervisor II - Training/HR Users only,,,
GD00002,Gerente de Vendas,1,0,,DefaultAdmin,This Job is for Gerente de Vendas Users only,,,
GD00003,Supervisor de Recursos Humanos,1,0,,DefaultAdmin,This Job is for Supervisor de Recursos Humanos Users only,,,
GD00005,Supervisor TI,1,0,,DefaultAdmin,This Job is for Supervisor TI Users only,,,
GD00007,Analista de TI,1,0,,DefaultAdmin,,,,
GD00009,Inspetor de Qualidade,1,0,,DefaultAdmin,This Job is for Inspetor de Qualidade Users only,,,
GD00010,Engenheiro de Processos,1,0,,DefaultAdmin,This Job is for Engenheiro de Processos Users only,,,
GD00011,Supervisor de Produção,1,0,,DefaultAdmin,This Job is for Supervisor de Produção Users only,,,
GD00012,Analista Fiscal,1,0,,DefaultAdmin,This Job is for Analista Fiscal Users only,,,
GD00017,Líder de Qualidade,1,0,,DefaultAdmin,This Job is for Líder de Qualidade Users only,,,
GD00021,Supervisor Contabil,1,0,,DefaultAdmin,This Job is for Supervisor Contabil Users only,,,
GD00023,Técnico de Segurança do Trabal,1,0,,DefaultAdmin,This Job is for Técnico de Segurança do Trabal Users only,,,
GD00025,Vice Presidente,1,0,,DefaultAdmin,This Job is for Vice Presidente Users only,,,
GD00026,Gerente de Produção,1,0,,DefaultAdmin,This Job is for Gerente de Produção Users only,,,
GD00028,Gerente Geral Administrativo,1,0,,DefaultAdmin,This Job is for Gerente Geral Administrativo Users only,,,
GD00031,Supervisor de Qualidade,1,0,,DefaultAdmin,This Job is for Supervisor de Qualidade Users only,,,
GD00033,Líder de Manutenção,1,0,,DefaultAdmin,This Job is for Líder de Manutenção Users only,,,
GD00037,Operador de Empilhadeira Elétr,1,0,,DefaultAdmin,This Job is for Operador de Empilhadeira Elétr Users only,,,
GD00038,Presidente,1,0,,DefaultAdmin,This Job is for Presidente Users only,,,
GD00043,SUPERVISOR DE PRODUÇÃO SR,1,0,,DefaultAdmin,This Job is for SUPERVISOR DE PRODUÇÃO SR Users only,,,
GD00044,Lider de Produção,1,0,,DefaultAdmin,This Job is for Lider de Produção Users only,,,
GD00052,Assistente de TI,1,0,,DefaultAdmin,This Job is for Assistente de TI Users only,,,
GD00053,Assistente de Compras,1,0,,DefaultAdmin,This Job is for Assistente de Compras Users only,,,
GD00055,Analista de Qualidade,1,0,,DefaultAdmin,,,,
GD00062,ASSISTENTE ADMINISTRATIVO PROD,1,0,,DefaultAdmin,This Job is for ASSISTENTE ADMINISTRATIVO PROD Users only,,,
GD00066,Supervisor de Compras,1,0,,DefaultAdmin,This Job is for Supervisor de Compras Users only,,,
GD00069,Analista de PCP,1,0,,DefaultAdmin,,,,
GD00070,Supervisor de PCP,1,0,,DefaultAdmin,This Job is for Supervisor de PCP Users only,,,
GD00080,Inspetor de Qualidade,1,0,,DefaultAdmin,This Job is for Inspetor de Qualidade Users only,,,
GD00089,Assistente de Recursos Humanos,1,0,,DefaultAdmin,This Job is for Assistente de Recursos Humanos Users only,,,
GD00093,Assistente Financeiro,1,0,,DefaultAdmin,This Job is for Assistente Financeiro Users only,,,
GD00094,Analista de Compras,1,0,,DefaultAdmin,,,,
GD00099,Operador de Máquinas,1,0,,DefaultAdmin,This Job is for Operador de Máquinas Users only,,,
GD00101,ANALISTA DE SGA,1,0,,DefaultAdmin,,,,
GD00102,Analista de SGI,1,0,,DefaultAdmin,,,,
GD00104,Jovem Aprendiz,1,0,,DefaultAdmin,This Job is for Jovem Aprendiz Users only,,,
GD00106,Facilitador de Produção,1,0,,DefaultAdmin,This Job is for Facilitador de Produção Users only,,,
GD00108,Operador de Produção,1,0,,DefaultAdmin,This Job is for Operador de Produção Users only,,,
GD00117,Gerente de RH e Meio Ambiente,1,0,,DefaultAdmin,This Job is for Gerente de RH e Meio Ambiente Users only,,,
GD00123,Gerente de Qualidade,1,0,,DefaultAdmin,This Job is for Gerente de Qualidade Users only,,,
GD00134,Assistente de PCP,1,0,,DefaultAdmin,This Job is for Assistente de PCP Users only,,,
GD00141,Assistente de Melhoria de Proc,1,0,,DefaultAdmin,This Job is for Assistente de Melhoria de Proc Users only,,,
GD00149,Facilitador de Logísitica,1,0,,DefaultAdmin,This Job is for Facilitador de Logísitica Users only,,,
GD00157,Assistente de Qualidade,1,0,,DefaultAdmin,This Job is for Assistente de Qualidade Users only,,,
GD00171,ASSISTENTE DE PROCESSOS,1,0,,DefaultAdmin,This Job is for ASSISTENTE DE PROCESSOS Users only,,,
GD00179,FERRAMENTEIRO,1,0,,DefaultAdmin,This Job is for FERRAMENTEIRO Users only,,,
GD00180,ASSIST DE FERRAMENTEIRO,1,0,,DefaultAdmin,This Job is for ASSIST DE FERRAMENTEIRO Users only,,,
GD00184,ASSIST DE MANUT,1,0,,DefaultAdmin,This Job is for ASSIST DE MANUT Users only,,,
GD00186,GERENTE GERAL ENGENHARIA,1,0,,DefaultAdmin,This Job is for GERENTE GERAL ENGENHARIA Users only,,,
GD00187,AUXILIAR MELHORIA,1,0,,DefaultAdmin,This Job is for AUXILIAR MELHORIA Users only,,,
GD00195,OPERADOR LOGISTICA,1,0,,DefaultAdmin,This Job is for OPERADOR LOGISTICA Users only,,,
GD00196,SUPERVISOR(A) DE CUSTOS,1,0,,DefaultAdmin,This Job is for SUPERVISOR(A) DE CUSTOS Users only,,,
GD00197,ANALISTA FINANCEIRO,1,0,,DefaultAdmin,This Job is for ANALISTA FINANCEIRO Users only,,,
GD00198,ANALISTA DE PROJETOS,1,0,,DefaultAdmin,,,,
GD00199,ASSISTENTE DE PROJETOS,1,0,,DefaultAdmin,This Job is for ASSISTENTE DE PROJETOS Users only,,,
GD00200,ENGENHEIRO,1,0,,DefaultAdmin,This Job is for ENGENHEIRO Users only,,,
GD00203,ANALISTA DE RH,1,0,,DefaultAdmin,,,,
GD00204,SUP SEG TRAB E MEIO AMBIENTE,1,0,,DefaultAdmin,This Job is for SUP SEG TRAB E MEIO AMBIENTE Users only,,,
GD00205,SECRETARIA EXECUTIVA,1,0,,DefaultAdmin,This Job is for SECRETARIA EXECUTIVA Users only,,,
GD00206,ANALISTA DE PROC DE PRODUCAO,1,0,,DefaultAdmin,,,,
GD00207,LIDER DE LOGISTICA,1,0,,DefaultAdmin,This Job is for LIDER DE LOGISTICA Users only,,,
GD00208,ANALISTA DE LOGISTICA,1,0,,DefaultAdmin,,,,
GD00209,TECN MANUTENCAO ELETRICA,1,0,,DefaultAdmin,This Job is for TECN MANUTENCAO ELETRICA Users only,,,
GD00210,SUP MANUTENCAO,1,0,,DefaultAdmin,This Job is for SUP MANUTENCAO Users only,,,
GD00211,TECN MANUT MECANICA,1,0,,DefaultAdmin,This Job is for TECN MANUT MECANICA Users only,,,
GD00212,LIDER DE FERRAMENTARIA,1,0,,DefaultAdmin,This Job is for LIDER DE FERRAMENTARIA Users only,,,
GD00213,METROLOGISTA,1,0,,DefaultAdmin,This Job is for METROLOGISTA Users only,,,
GD00214,ASSISTENTE BILINGUE,1,0,,DefaultAdmin,This Job is for ASSISTENTE BILINGUE Users only,,,
GD00216,GERENTE COMPRAS,1,0,,DefaultAdmin,This Job is for GERENTE COMPRAS Users only,,,
GD00217,GERENTE GERAL,1,0,,DefaultAdmin,This Job is for GERENTE GERAL Users only,,,
GD00218,ENGENHEIRO DE PROJETOS,1,0,,DefaultAdmin,This Job is for ENGENHEIRO DE PROJETOS Users only,,,
GD00220,SUPERV ENGENHARIA PROJETOS,1,0,,DefaultAdmin,This Job is for SUPERV ENGENHARIA PROJETOS Users only,,,
GD00221,ASSISTENTE SGA,1,0,,DefaultAdmin,This Job is for ASSISTENTE SGA Users only,,,
GD00222,VICE PRESIDENTE PRODUTIVO,1,0,,DefaultAdmin,This Job is for VICE PRESIDENTE PRODUTIVO Users only,,,
GD00224,GERENTE PCP E LOGISTICA,1,0,,DefaultAdmin,This Job is for GERENTE PCP E LOGISTICA Users only,,,
GD00225,COORDENADOR ENGENHARIA,1,0,,DefaultAdmin,This Job is for COORDENADOR ENGENHARIA Users only,,,
GD00226,SUPERVISOR PPCC,1,0,,DefaultAdmin,This Job is for SUPERVISOR PPCC Users only,,,
GD00229,ASSISTENTE FERRAMENTARIA,1,0,,DefaultAdmin,This Job is for ASSISTENTE FERRAMENTARIA Users only,,,
GD00230,ASSISTENTE DE LOGISTICA,1,0,,DefaultAdmin,This Job is for ASSISTENTE DE LOGISTICA Users only,,,
GD00231,ASSISTENTE DE CUSTOS,1,0,,DefaultAdmin,This Job is for ASSISTENTE DE CUSTOS Users only,,,
GD00232,ASSISTENTE DE PCM,1,0,,DefaultAdmin,This Job is for ASSISTENTE DE PCM Users only,,,
GD00235,TECNICO DE ENFERMAGEM,1,0,,DefaultAdmin,This Job is for TECNICO DE ENFERMAGEM Users only,,,
GD00236,ANALISTA PCM,1,0,,DefaultAdmin,This Job is for ANALISTA PCM Users only,,,
GD00237,FACILITADOR DE QUALIDADE,1,0,,DefaultAdmin,This Job is for FACILITADOR DE QUALIDADE Users only,,,
GD00239,ANALISTA MELHORIA DE PROCESSO,1,0,,DefaultAdmin,This Job is for ANALISTA MELHORIA DE PROCESSO Users only,,,
GD00240,ANALISTA ADM PRODUCAO,1,0,,DefaultAdmin,,,,
GD00241,COORDENADOR (A) MEIO AMBIENTE,1,0,,DefaultAdmin,This Job is for COORDENADOR (A) MEIO AMBIENTE Users only,,,
GD00242,GERENTE DE MANUTENCAO,1,0,,DefaultAdmin,This Job is for GERENTE DE MANUTENCAO Users only,,,
GD00244,LIDER DE MANUTENCAO,1,0,,DefaultAdmin,This Job is for LIDER DE MANUTENCAO Users only,,,
GD00246,GERENTE PLANEJ VENDAS,1,0,,DefaultAdmin,This Job is for GERENTE PLANEJ VENDAS Users only,,,
GD00247,ANALISTA CONTABIL,1,0,,DefaultAdmin,,,,
GD00248,ASSISTENTE DE PPCC,1,0,,DefaultAdmin,This Job is for ASSISTENTE DE PPCC Users only,,,
GD00249,OPERADOR MULTIFUNCIONAL,1,0,,DefaultAdmin,This Job is for OPERADOR MULTIFUNCIONAL Users only,,,
GD00250,ASSISTENTE PLANEJ DE VENDAS,1,0,,DefaultAdmin,This Job is for ASSISTENTE PLANEJ DE VENDAS Users only,,,
GD00251,SUPERVISOR LOGISTICA,1,0,,DefaultAdmin,This Job is for SUPERVISOR LOGISTICA Users only,,,
GD00252,SUPERVISOR TPS,1,0,,DefaultAdmin,This Job is for SUPERVISOR TPS Users only,,,
GD00254,ANALISTA DE CUSTOS,1,0,,DefaultAdmin,,,,
GD00255,ASSISTENTE SGI,1,0,,DefaultAdmin,This Job is for ASSISTENTE SGI Users only,,,
GD00256,COORDENADOR TI,1,0,,DefaultAdmin,This Job is for COORDENADOR TI Users only,,,
GD00257,COORDENADOR PCP,1,0,,DefaultAdmin,This Job is for COORDENADOR PCP Users only,,,
GD00260,ANALISTA DE VENDAS,1,0,,DefaultAdmin,This Job is for ANALISTA DE VENDAS Users only,,,
HRG1,HR Generalist,1,0,,DefaultAdmin,This Job is for HR Generalist Users only,,,
IMX_ADMIN_GENERAL_MANAGER,Admin General Manager,1,0,,DefaultAdmin,This Job is for Admin General Manager Users only,,,
IMX_ENGINEERING_MANAGER,Engineering Manager,1,0,,DefaultAdmin,This Job is for Engineering Manager Users only,,,
IMX_GENERAL_MANAGER,General Manager,1,0,,DefaultAdmin,This Job is for General Manager Users only,,,
IMX_PLATING_GENERAL_MANAGER,Plating General Manager,1,0,,DefaultAdmin,This Job is for Plating General Manager Users only,,,
IMX_PLATING_SENIOR_MANAGER,Plating Senior Manager,1,0,,DefaultAdmin,This Job is for Plating Senior Manager Users only,,,
IMX_PRESIDENT,President,1,0,,DefaultAdmin,This Job is for President Users only,,,
IMX_PRODUCTION_GENERAL_MANAGER,Production General Manager,1,0,,DefaultAdmin,This Job is for Production General Manager Users only,,,
IMX_VICE_PRESIDENT,Vice President,1,0,,DefaultAdmin,This Job is for Vice President Users only,,,
IMX000056,Asistente de Administración,1,0,,DefaultAdmin,,,,
IMX000057,Asistente de Administración Pintura,1,0,,DefaultAdmin,This Job is for Asistente de Administración Pintura Users only,,,
IMX000058,Asistente de Almacén de Pintura,1,0,,DefaultAdmin,,,,
IMX000059,Asistente de Contador de Impuestos,1,0,,DefaultAdmin,,,,
IMX000060,Asistente de Control de Producción,1,0,,DefaultAdmin,,,,
IMX000061,Asistente de costos,1,0,,DefaultAdmin,,,,
IMX000062,Asistente de JDE,1,0,,DefaultAdmin,,,,
IMX000063,Asistente de Logística Administracion de la Produc,1,0,,DefaultAdmin,,,,
IMX000065,Asistente de relaciones laborales,1,0,,DefaultAdmin,,,,
IMX000066,Asistente de Seguridad Medio Ambiente y Salud Ocup.,1,0,,DefaultAdmin,,,,
IMX000067,Asistente Ejecutivo,1,0,,DefaultAdmin,,,,
IMX000068,Asistente Laboral,1,0,,DefaultAdmin,,,,
IMX000069,Asistente Medico,1,0,,DefaultAdmin,,,,
IMX000070,Auxiliar de Proyectos,1,0,,DefaultAdmin,,,,
IMX000071,Capacitador de Personal,1,0,,DefaultAdmin,,,,
IMX000072,Contador,1,0,,DefaultAdmin,,,,
IMX000073,Contador de Activos Fijos,1,0,,DefaultAdmin,,,,
IMX000074,Contador de Costos,1,0,,DefaultAdmin,,,,
IMX000075,Contador de cuentas por cobrar,1,0,,DefaultAdmin,,,,
IMX000077,Contador de Estados Financieros,1,0,,DefaultAdmin,,,,
IMX000078,Contador de impuestos,1,0,,DefaultAdmin,,,,
IMX000079,Control de Costo y Traductor,1,0,,DefaultAdmin,,,,
IMX000080,Diseñador Jr,1,0,,DefaultAdmin,,,,
IMX000081,Entrenador de Gemba,1,0,,DefaultAdmin,,,,
IMX000082,Especialista Administrativo,1,0,,DefaultAdmin,,,,
IMX000083,Especialista de administración de la producción,1,0,,DefaultAdmin,,,,
IMX000084,Especialista de control de la producción,1,0,,DefaultAdmin,,,,
IMX000085,Especialista de empaque,1,0,,DefaultAdmin,,,,
IMX000086,Especialista de Import/Export,1,0,,DefaultAdmin,,,,
IMX000087,Especialista de JDE,1,0,,DefaultAdmin,,,,
IMX000088,Especialista de reclutamiento,1,0,,DefaultAdmin,,,,
IMX000089,Especialista de Seguridad e Higiene,1,0,,DefaultAdmin,,,,
IMX000090,Especialista de Seguridad Medio Ambiente y Salud Ocup.,1,0,,DefaultAdmin,This Job is for Especialista de Seguridad Medio Ambiente y Salud Ocup. Users only,,,
IMX000091,Especialista de Tecnologías de la información,1,0,,DefaultAdmin,,,,
IMX000092,Especialista de Ventas,1,0,,DefaultAdmin,,,,
IMX000093,Especialista de Ventas Sr.,1,0,,DefaultAdmin,,,,
IMX000094,Especialista del Sistema de Produccion Toyota (TPS),1,0,,DefaultAdmin,,,,
IMX000096,Especialista en Administración de La Producción,1,0,,DefaultAdmin,,,,
IMX000097,Especialista en Control de la Producción,1,0,,DefaultAdmin,,,,
IMX000098,Especialista en Entrenamiento,1,0,,DefaultAdmin,,,,
IMX000099,Especialista en Importaciones y Exportaciones,1,0,,DefaultAdmin,,,,
IMX000100,Especialista en Nómina,1,0,,DefaultAdmin,,,,
IMX000101,Especialista en Tecnologías de la Información,1,0,,DefaultAdmin,,,,
IMX000102,Especialista JDE,1,0,,DefaultAdmin,,,,
IMX000103,Especialista Laboral,1,0,,DefaultAdmin,,,,
IMX000104,Especialista Planeador de Materiales,1,0,,DefaultAdmin,,,,
IMX000105,Generalista de Recursos Humanos,1,0,,DefaultAdmin,,,,
IMX000106,Gerente Asistente de Calidad,1,0,,DefaultAdmin,This Job is for Gerente Asistente de Calidad Users only,,,
IMX000108,Gerente Asistente de Herramientas,1,0,,DefaultAdmin,,,,
IMX000109,Gerente Asistente de Inyección,1,0,,DefaultAdmin,,,,
IMX000110,Gerente Asistente de Mantenimiento,1,0,,DefaultAdmin,,,,
IMX000111,Gerente Asistente de Pintura,1,0,,DefaultAdmin,,,,
IMX000112,Gerente Asistente de Platinado,1,0,,DefaultAdmin,This Job is for Gerente Asistente de Platinado Users only,,,
IMX000113,Gerente Asistente de producción,1,0,,DefaultAdmin,,,,
IMX000114,Gerente Asistente de TPS,1,0,,DefaultAdmin,This Job is for Gerente Asistente de TPS Users only,,,
IMX000115,Gerente de Administración de Producción,1,0,,DefaultAdmin,,,,
IMX000116,Gerente de Calidad,1,0,,DefaultAdmin,,,,
IMX000117,Gerente de Centro de Control de PreProducción,1,0,,DefaultAdmin,,,,
IMX000118,Gerente de Contabilidad,1,0,,DefaultAdmin,,,,
IMX000119,Gerente de Herramientas,1,0,,DefaultAdmin,,,,
IMX000120,Gerente de Ingeniería de Equipos,1,0,,DefaultAdmin,,,,
IMX000121,Gerente de Ingeniería de Procesos,1,0,,DefaultAdmin,,,,
IMX000122,Gerente de Inyección y Filler pipe,1,0,,DefaultAdmin,,,,
IMX000123,Gerente de Producción,1,0,,DefaultAdmin,,,,
IMX000124,Gerente de Recursos Humanos,1,0,,DefaultAdmin,,,,
IMX000125,Gerente de Ventas,1,0,,DefaultAdmin,,,,
IMX000126,Gerente Senior de Aseguramiento de Calidad,1,0,,DefaultAdmin,,,,
IMX000127,Gerente Senior de Producción,1,0,,DefaultAdmin,,,,
IMX000128,Ingeniero Asistente de Finanzas,1,0,,DefaultAdmin,This Job is for Ingeniero Asistente de Finanzas Users only,,,
IMX000129,Ingeniero de Calidad,1,0,,DefaultAdmin,This Job is for Ingeniero de Calidad Users only,,,
IMX000130,Ingeniero de Costos,1,0,,DefaultAdmin,,,,
IMX000131,Ingeniero de diseño senior,1,0,,DefaultAdmin,,,,
IMX000132,Ingeniero de Equipamiento,1,0,,DefaultAdmin,,,,
IMX000133,Ingeniero de Filler Pipe,1,0,,DefaultAdmin,,,,
IMX000134,Ingeniero de Inyección,1,0,,DefaultAdmin,,,,
IMX000135,Ingeniero de Mantenimiento,1,0,,DefaultAdmin,This Job is for Ingeniero de Mantenimiento Users only,,,
IMX000136,Ingeniero de Mantenimiento en Instalaciones,1,0,,DefaultAdmin,,,,
IMX000137,Ingeniero de Mantenimiento en Instalaciones Equipa,1,0,,DefaultAdmin,This Job is for Ingeniero de Mantenimiento en Instalaciones Equipa Users only,,,
IMX000138,Ingeniero de Mantenimiento Pintura,1,0,,DefaultAdmin,This Job is for Ingeniero de Mantenimiento Pintura Users only,,,
IMX000139,Ingeniero de Máquinas y Herramientas (Tooling),1,0,,DefaultAdmin,,,,
IMX000140,Ingeniero de pintura,1,0,,DefaultAdmin,,,,
IMX000141,Ingeniero de Pintura (Material),1,0,,DefaultAdmin,,,,
IMX000142,Ingeniero de Platinado,1,0,,DefaultAdmin,,,,
IMX000143,Ingeniero de Procesos de inyección,1,0,,DefaultAdmin,,,,
IMX000144,Ingeniero de Procesos Ensamble,1,0,,DefaultAdmin,,,,
IMX000145,Ingeniero de Procesos Filler pipe,1,0,,DefaultAdmin,,,,
IMX000146,Ingeniero de procesos Pintura,1,0,,DefaultAdmin,,,,
IMX000147,Ingeniero de Producción,1,0,,DefaultAdmin,,,,
IMX000148,Ingeniero de Proyectos,1,0,,DefaultAdmin,,,,
IMX000149,Ingeniero General de Procesos,1,0,,DefaultAdmin,,,,
IMX000150,Ingeniero Quimico,1,0,,DefaultAdmin,,,,
IMX000151,Ingeniero Residente de Calidad,1,0,,DefaultAdmin,,,,
IMX000152,Ingeniero Senior de Calidad,1,0,,DefaultAdmin,,,,
IMX000153,Ingeniero Sr. De Procesos Inyección,1,0,,DefaultAdmin,,,,
IMX000154,ISO TS Líder,1,0,,DefaultAdmin,,,,
IMX000155,ISO/TSIATF SUPERVISOR,1,0,,DefaultAdmin,,,,
IMX000156,Líder de Costura,1,0,,DefaultAdmin,,,,
IMX000157,Líder de embarque,1,0,,DefaultAdmin,,,,
IMX000158,Líder de Embarques,1,0,,DefaultAdmin,,,,
IMX000159,Líder de Engrapado,1,0,,DefaultAdmin,,,,
IMX000160,Líder de Ensamble,1,0,,DefaultAdmin,,,,
IMX000161,Líder de equipo de empuje,1,0,,DefaultAdmin,,,,
IMX000162,Líder de inyección,1,0,,DefaultAdmin,,,,
IMX000163,Líder de Pintura,1,0,,DefaultAdmin,,,,
IMX000164,Líder de Recibo,1,0,,DefaultAdmin,,,,
IMX000165,Líder de Registro,1,0,,DefaultAdmin,,,,
IMX000166,Líder de Tacoma Transfer,1,0,,DefaultAdmin,,,,
IMX000168,Metrólogo,1,0,,DefaultAdmin,,,,
IMX000169,Operador de Administración de la Producción,1,0,,DefaultAdmin,,,,
IMX000170,Operador de Calidad,1,0,,DefaultAdmin,,,,
IMX000171,Operador de Corte,1,0,,DefaultAdmin,,,,
IMX000172,Operador de Costura,1,0,,DefaultAdmin,,,,
IMX000173,Operador de Engrapado,1,0,,DefaultAdmin,,,,
IMX000174,Operador de Ensamble,1,0,,DefaultAdmin,,,,
IMX000175,Operador de Filler Pipe,1,0,,DefaultAdmin,,,,
IMX000176,Operador de Garnizh Console,1,0,,DefaultAdmin,,,,
IMX000177,Operador de Inyección,1,0,,DefaultAdmin,,,,
IMX000178,Operador de J59W,1,0,,DefaultAdmin,,,,
IMX000179,Operador de Kaizen,1,0,,DefaultAdmin,,,,
IMX000180,Operador de Mantenimiento y mejora,1,0,,DefaultAdmin,,,,
IMX000181,Operador de Maquinas y Herramientas,1,0,,DefaultAdmin,,,,
